aba	acostamento/berma/bainha/margem/borda
renda	ganancia/receita/passivo/rendimento
rendimento	safra/colheita/ganancia/receita/passivo/renda
rendimentos	ganancia/receita/passivo/renda/rendimento
reorientação	reversão
reparação	manutenção/rapidinha/restituição/reconstrução
reparo	manutenção/rapidinha/restituição/reconstrução
repartição	parcela/parte/racionamento
repasto	almoço/buffet/ceia/comerembanquete/desjejum/lanche/pequeno-almoço/merenda/ágape/banquete/jantar/brunch/cear/pique-nique/piquenique/merenda
repetição	ciclo/atavismo/recorrência
reporte	bisbilhotice/bisbolhetice/fofoca/anedota/historieta/narração/piada/conto/história
representante	delegada/intermediária/mostra/delegado/precedente/excepção/exceção/porta-voz/amostra/agente/constitucionalista/emissário/federalista/ideologista/introdutor/protecionista/secessionista/separatista/vereadora/congressista/democrata/fan/libertário/maoísta/vereador/xiita/admirador/apresentador/dirigente/torcedor/fanático/seguidor/amigo/exemplo
representação	cenografia/foto/mapa/retrato/cópia/reprodução/fotografia/esquema/imagem/memória/figura/ilustração/modelo/desenho/audiograma/borrão/cosmografia/efígie/esquete/estereótipo/modelagem/nomograma/pantomima/presépio/projecção/reconstituição/borrado/dramatização/exemplar/heroísmo/modelação/sobreposição/ícone/caracterização/documento/mímica/projeção/retrato/ícone/imitação/fotografia/personificação/ato/exemplo/imagem/interpretação/aparência/apresentação/figura/ilustração/desenho
reprodução	replicação/réplica/anamorfismo/fac-símile/facsimile/miniatura/xerox/xérox/contrafação/duplicata/duplicação/fotocópia/modificação/falsificação/cópia
repugnância	revulsão/abominação/repulsa/aversão/detestação/execração/horror/repulsão/asco/enjôo/náusea/ódio/abominação/repulsa/aversão
repulsa	revulsão/abominação/aversão/animosidade/detestação/execração/horror/rancor/repulsão/resentimento/asco/enjôo/repugnância/agressividade/amargura/antagonismo/náusea/ressentimento/ódio/abominação/hostilidade/aversão
república	superpoder/superpotência/aliado/cidade-estado/suserano/estrangeiro/domínio
requerimento	facturação/faturação/invitação/convite/conta/ordem/reza/notificação/súplica/pergunta/oração/petição/inquérito/questão/apelo
requisição	facturação/faturação/invitação/convite/conta/ordem/reza/notificação/súplica/pergunta/oração/petição/inquérito/questão/apelo
residuo	cinzas/cinza
residência	vivenda/habitação/casa/ger/domicílio/chaminé/lar/casa
resistência	protesto/contravenção/rebeldia/confronto/rebelião/oposição/desafio/disputa/discussão
resolução	designação/nomeação/passo/movimento
respeito	estimação/apreciação
respiração	eupneia/eupnéia/hiperventilação/hipopnéia/tabagismo/ronco
responsabilidade	desvantagem/exigência/incumbência/pré-requisito/requisito/dever/obrigação
responsável	administrador/executivo/gerente/capo/secretário/gerente/patriarca/secretária
resposta	auto-alimentação/retorno/parecer/reflexo/reflexos/taxia/tropismo/eco/réplica/reação
ressentimento	animosidade/rancor/resentimento/agressividade/amargura/antagonismo/hostilidade
restante	sobra
restaurante	cafés/cafeteria/lanchonete/café/bistrô/churrascaria/cafeteria/churrasqueira/cantina
resto	fossil/fósseis/fóssil/sobra
restrição	travão/trela/freio/grilhão/algema/coleira/cadeia/airbag/açaime/açaimo/focinheira/sapata/mordaça/cinto
resultado	auto-alimentação/efeitos/impacto/influência/retorno/efeito/produto/parecer/mossa/subprodutos/estrago/repercussão/conseqüência/continuação/diminuição/pior/mudança
resíduo	detrito/negar-sea/resíduos/lixo/efluentes/poluentes/espacial/excremento/excreção/impureza/esgoto/fezes/sobra/merda
reta	diamêtro/diâmetro/assimptota/assímptota/assíntota/perpendicularidade/secante/tangente/vector/vetor/diagonal/corda/raio/perpendicular
retardar	procrastinação/adiamento/atraso/interrupção/pausa
retificação	compensação/remediação/emenda/reparação/correção/retribuição
retorno	reentrada
retrato	fotografia/plano/alargamento/daguerreotipo/daguerreótipo/espectrograma/holograma/tomografia/xérox/ampliação/foto/fotocópia/radiografia/planta/quadro/fotografia
retribuição	retaliação/revanche/vindicância/vingança/darbase/salário-mínimo/troco
reunião	audiências/cimeira/ouvintes/cimeira/elenco/foro/fórum/sessão/turba/cúpula/dupla/aula/conferência/convenção/público/compromisso/manifestação/encontro/feira/montão/par/visita/multidão/curso/classe/acampamentos/cambada/caucus/comitiva/conclave/congresso/conjunção/conquiliologia/cáfila/filatelia/malta/octeto/quorum/quórum/recolha/rendez-vous/rendezvous/sexteto/séquito/súcia/turma/arrecadação/assembleia/bando/centralização/congregação/convocação/gangue/mobilização/municipalidade/município/prédio/quinteto/trindade/colheita/compilação/comunidade/concílio/congresso/contingente/legislatura/trio/tríade/aglomeração/assembléia/quarteto/vistoria/quadrilha/conjunção/encontro/inspeção/visita/acampamento/ano/concentração/multidão/curso/povo/massa/classe
reverso	empenagem/popa/cauda/rabo/traseiro
revista	resenha/série/jornal/órgão/número
revolta	alçamento/insurgência/motim/motinada/sedição/sublevação/insurreição/levantamento/rebelião
revólver	ack-ack-ack
revóvel	ack-ack-ack
reza	coleta/intercessão/bênção
riqueza	conforto/dinheiro/opulência/suntuosidade/sumptuosidade/luxo
risco	desvantagem/ameaça/ameaça/perigo
rito	nupcias/casamento/esponsais/circuncisão/noivado/vigília/liturgia
ritual	nupcias/casamento/esponsais/ablução/noivado/solenidade
rival	campeão/segundo-lugar/finalista/vice/opositor/favorito/rei/inimigo/segundo
rocha	brita/cascalho/gravilha/mármore/afloramento/calcário/caliche/condrito/litíase/magma/matacão/pedra-pomes/pedrinha/quartzito/rochedo/seixo/xenólito/conglomerado/fundamento/lava/pedregulho/soleira/cristal/pedra
roda	engrenagem/roleta
rodada	partida
rodovia	entrada/caminho/atalho/autoestradas/auto-estrada/avenida/desvio/rua/estrada/caminho
roedor	mus/rattus/camundongo/mouse/ratazana/rato/abrocomidae/arganaz/capivara/chinchila/cutia/esquilo/gerbillinae/gerbilo/hamster/lemingue/lirăo/lêmingue/mara/nútria/paca/rato-almiscarado/rato-do-deserto/ratão-do-banhado/viscacha/castor/cão-da-pradaria/marmota/porco-espinho/serelepe
rompimento	ruptura/fractura/fratura
roque	atalaia/barbacã/campanário/coruchéu/minarete/pilão/silo/arranha-céus/farol/silos/campanário/flecha/topo/agulha
rosto	centelha/chispa/fisiognomia/fisionomia/faísca/expressão/face/aparência
rota	órbita/trilha/rumo/circuito/direcção/rodada/direção/ronda/órbita/curso
rotação	circunvolução/pronação/supinação/giro/torção
roubo	roubalheira/assalto/peculato/apropriação
roupa	agasalho/farda/fardamento/lavandaria/roupas/suéter/véu/saia/vestimenta/casaco/lavanderia/pulôver/uniforme/calça/camisa/fato/vestuário/fantasia/terno/traje/vestido/burca/cachecol/colete/cueiro/echarpe/farrapos/fralda/macacao/prêt-à-porter/veste/collant/disfarce/peruca/sapato/chapéu/fraque/malha/acessório/calça/luto/sobretudo/vestuário/calçado/traje/hábito/vestido
ruminante	cervidae/cervídeo/cervo/veado/antilocapra/camelopardalis/girafa/bovídeos
ruminantes	cervidae/cervídeo/cervo/veado/antilocapra/camelopardalis/girafa/bovídeos
rumo	moda/tendência/curso
ruído	baterpalmas/rufo/batida/explosão/anilhagem/assovio/batidas/beep/borrifo/burburinho/chilro/cicio/clique-claque/creptação/crosstalk/ensopado/esporro/estrilo/gargarejo/gorgolejo/gorjeio/latido/popping/rangido/ribombo/ronrom/ronrono/rusga/silvo/tapping/tinido/trinado/vibrato/apito/assobio/colcheia/estalo/murmúrio/respingo/ronco/sussurro/trovão/zumbido/batida
ruína	desolação/devastação
répteis	anapsida/diapsida/sinapsida/sinapsídeos/sinápsida
réptil	anapsida/diapsida/sinapsida/sinapsídeos/sinápsida
sabedoria	diplomacia/prudência
saber	disciplina/campo/domínio/senso/ciência
sabor	gosto/doçura/salinidade
sacanagem	trote
saco	airbag/alforge/alforje/civadeira/mochila/bexiga/carteira/bolsa
sacola	airbag/alforge/alforje/civadeira/mochila/bexiga/saco/carteira/bolsa
sacramento	crisma/liturgia/penitência/batismo/crisma/liturgia/penitência/confirmação/casamento
sagacidade	astúcia/acume/diplomacia/prudência
saia	kilt/mini/mini-saia/minissaia/sarongue
sais	acrilato/arseniato/arseniatos/benzoato/borato/carbamato/carbamatos/carbonato/cianetos/cianureto/citrato/clorato/cloratos/ferrocianetos/fosfato/fulminato/fulminatos/haleto/hipoclorito/isocianato/oxalato/oxalatos/perclorato/percloratos/permanganato/pirofosfato/sarro/silicato/sulfato/sulfonato/tiocianato/tiocianatos/tungstatos/urato/vanadatos/acetato/cianeto
sal	acrilato/arseniato/arseniatos/benzoato/borato/carbamato/carbamatos/carbonato/cianetos/cianureto/citrato/clorato/cloratos/ferrocianetos/fosfato/fulminato/fulminatos/haleto/hipoclorito/isocianato/oxalato/oxalatos/perclorato/percloratos/permanganato/pirofosfato/sarro/silicato/sulfato/sulfonato/tiocianato/tiocianatos/tungstatos/urato/vanadatos/acetato/cianeto
sala	antecâmara/antessala/compartimento/estudio/calabouço/hall/masmorra/saguão/vestíbulo/átrio/dormitório/bar/cela/escritório/cozinha/galeria/quarto/banheiro/classe/camarim/sacristia/scriptorium/solário/tertúlia/vestiário/enfermagem/enfermaria/gabinete/guarda-roupa/campanário/refeitório/tribunal/biblioteca/câmara/galeria/salão/banheiro/porta/portão/corte
salada	kartoffelsalat/tabule
saliência	verruga
salto	lúpulo/pulo
salvamento	redenção/resgate/socorro/salvação/recuperação
salvação	redenção/salvamento/resgate/socorro/recuperação
salário	darbase/salário-mínimo
salão	liceu/prefeitura
sangue	família
sanidade	razoabilidade/sensatez/lucidez
santificação	canonização/consagração/beatificação
santo	orago/padroeiro/patrono
sapiência	diplomacia/prudência
saudade	discontentamento/nostalgia/anelo/melancolia
saudação	bem-vindo/recebimento/recepção/continência/olá/estima/cumprimento/desejo/paz
sazão	estio/inverno/outono/primavera/verão/colheita
saída	incipiência/nascimento
secas	dessecação/secagem/xerostomia/seca/aridez/desidratação
secretária	amanuense/estenógrafo/recepcionista/escrivaninha
secretário	amanuense/estenógrafo/recepcionista
secreção	perspiração/sudorese/suor/transpiração/cuspe/cuspo/feromonas/feromônio/hormona/hormônio/hormônios/saliva/néctar/muco
secura	dessecação/secagem/xerostomia/seca/secas/aridez/desidratação
secção	fatia/tira/fragmento/anatomia/craton/cráton/naco/segmento/toco/mundo/ponta/canto/fragmento/pedaço/corpo
sede	bulimia/inanição/polidipsia/desidratação/fome
sedimento	evaporito/aluvião/borra
segmento	curva/sarcómero/sarcômero/subdivisão/subseção/reta
segredo	contra-senha/password/senha
seguidor	amante/adepto/animista/antinomio/apóstolos/aristoteliano/discípulo/donatismo/druso/drusos/dualista/estalinista/hegeliano/jacksoniano/jeffersoniano/jungiano/keynesiano/maquiaveliano/mendeliano/nestoriana/newtoniano/rastafari/rastafariano/siques/skinneriano/sociniano/vassalagem/wagneriano/zoroastriano/absolutista/cartesiano/freudiano/maniqueísta/maometano/nestoriano/vassalo/luterano/parasita/sanguessuga/apóstolo/satélite/aluno/estudante
segundo	climax/instante/hora
segurança	salvação/abrigo/proteção/biossegurança/invulnerabilidade/pose/altivez/aprumo/desembaraço/certeza/confiança/fé
selecção	votação/eleição/voto/amostragem/preferida/favorita/preferido/vontade/decisão/eleição/favorito/escolha/resolução
seleção	votação/eleição/voto/amostragem/vontade/decisão/eleição/tripulação/equipe/escolha/resolução
selo	rótulo/selodocorreio/selos/etiqueta/carimbo/comprovação/autenticação/carimbo/marcas/marca
semana	shiv'ah/shivá
semblante	aspecto/efeito/cor/rosto/aparência/impressão/feiura/feiúra/beleza/deformidade/perspectiva/elaboração/formato/superfície/expressão/verniz/face/defeito/cor/rosto/aparência
semelhança	similardidade/análogo/identidade/homologia/homomorfismo/isomorfismo/paralelismo/similitude/homogeneidade/igualdade/uniformidade/similardidade/correspondência/aproximação
semestre	trimestre
senhora	dama
senhorita	funcionária/maria-rapaz/operária/trabalhadora/gata/mina/donzela/menina/garota/moça/rapariga/mulher
sensatez	diplomacia/prudência
sensação	som/arrasa-quarteirão/odores/sinestesia/hálito/gatilho/gosto/sabor/odor/cheiro
sentença	ditame/revogação/arbitragem/julgamento/opinião
sentido	conotação/importe/referência/denotação/semântica/sensibilidade/significado
sentimento	zanga/consternação/espírito/ira/cólera/temor/raiva/terror/humor/medo/alegria/ânsia/reverência/ódio/ansiedade/temor/aversão/preocupação/afeição/amor
separação	secessão/disjunção/divergência/rasgão/remoção/segmentação/partição/eliminação/divisão
sepultura	mastaba/sepulcro/túmulo
sequência	seqüência/alternação/nexo/hierarquia/progressão/sucessão/série/abertura/curso
ser	alguém/cria/cruza/embriões/predadores/criatura/embrião/flora/mestiço/prole/animal/besta/bicho/existência/filhote/híbrido/indivíduo/presa/planta/alma/vegetal/pessoa/presença/vida/anaeróbio/bentos/coexistência/detritívoro/eucarionte/eucariontes/eucariota/eukaryota/fungo/haploide/haplóide/heterotrofismo/insetívoro/invertebrados/mascote/mascotes/microorganismo/microrganismo/mirmecofilia/mutante/nécton/omnívoro/pedigree/plancton/plâncton/poiquilotérmico/procarionte/procariontes/procariotas/zooplâncton/anfitrião/clone/comensalismo/cordados/fungos/fêmea/herbívoro/hospedeiro/insectívoros/invertebrado/mutantes/pais/recombinante/adulto/mutação/parasita/progenitor/sobrevivente/anão/caça/eternidade/larva/nativo/parceiro/possibilidade/animação/realidade/corredor/gigante/chance/macho/vida
serventuário	diplomata/magistrado/embaixador/jurista/juiz/servidor/burocrata/headhunter/inquisidores/meirinho/notário/pesador/questor/tabelião/vizir/incumbente/regulador/mandarim/promotor/titular/servidor/oficial
servidor	ama/arrumadeira/camareira/criada/manequim/empregada/secretário/secretária/modelo/coadjutor/comparsa/doula/grumete/facilitador/mordomo/ajudante/cúmplice/doméstico/subordinado/assistente/peão/suplente/empregado/substituto/auxiliar/ponto
sexo	engravidamento/concepção/acasalamento/androginia/autoerotismo/bestialidade/bissexualidade/bondage/coito/cópula/heterossexualidade/homossexualidade/masculinidade/preliminares/procriação/promiscuidade/estimulação/zoofilia/zoossexualidade/acoplamento/reprodução
sexualidade	androginia/masculinidade
seção	curva/capítulo/introdução/conclusão/passagem/art./mezuzá/obbligato/subdivisão/subseção/sura/cláusula/reta/episódio/livro/artigo
shopping	boutique/loja/venda/entreposto/feira/mercado
significado	acepção/significação/matiz/sentido/intenção/conotação/importe/referente/referência/consequência/denotação/semântica/significância/essência/lição/importância/moral/tom
significação	acepção/matiz/sentido/significado/intenção/referente/consequência/significância/essência/lição/importância/moral/significado/tom
significância	acepção/significação/matiz/sentido/significado/intenção/referente/essência/lição/moral/significado/tom
simbolo	numeral/vareta/símbolo/selo/número/diese/identificador/marcadores/monograma/prémio/prêmios/galardão/sigla/simbolismo/sustenido/estigma/nariz/prémio/coroa/dólar/prêmio/ícone/marca/mancha/selo/variável/tipo
similardidade	análogo/identidade/semelhança/homologia/homomorfismo/isomorfismo/paralelismo/similitude/homogeneidade/igualdade/uniformidade/correspondência/aproximação/semelhança
simpatia	afeição/empatia/compatibilidade/compaixão/piedade
sina	falhanço/falha/infortúnio/azar/sorte
sinal	numeral/simbolo/símbolos/vareta/aceno/emblema/telefone/símbolo/selo/número/alarmes/cutucada/dica/diese/identificador/marcadores/monograma/mudra/prémio/prêmios/sinal/sintoma/sintomas/vestígios/galardão/sigla/simbolismo/sintoma/sustenido/alarme/estigma/indício/nariz/prémio/vestígio/coroa/dólar/evidência/gesto/indicação/prêmio/ícone/manifestação/marca/mancha/selo/variável/tipo
sindicato	cartel
sintoma	fèbre/náuseas/síndroma/síndrome/náusea/febre/abscesso/acúfeno/albuminúria/amenorreia/amenorréia/apnéia/apostema/cardiomegalia/cetonúria/cetose/cianose/congestão/câimbra/cãibra/diarreia/diarréia/dispepsia/dispneia/dispnéia/diurese/eosinofilia/espirro/esteatorreia/esteatorréia/exoftalmia/hematuria/hematúria/hemoglobinúria/hemoptise/hemossiderose/hipercalcemia/hipercalciúria/hipercalemia/hipercaliémia/hipercolesterolemia/hipercolesterolémia/hiperglicemia/hipernatremia/hipocalcemia/hipocalcémia/hipocalemia/hipocaliémia/hipoglicemia/hipoglicémia/hiponatremia/ictericia/icterícia/inchamento/inchação/indigestão/melasma/menorragia/obstipação/oliguria/palpitação/parestesia/pirose/piúria/queimação/rinorreia/rinorréia/soluço/tontura/trombocitose/turgidez/vertigem/zunido/abcesso/anemia/atrofia/cefaleia/cicatriz/dormência/espasmo/hipopotassemia/inflamação/meningite/palpitação/tontura/tosse/arrepio/aura/hidrofobia/zumbido/febre/efeito/dor
sistema	esqueleto/labirinto/calendário/economia/esquema/plano/rede/ecossistema/ecossistemas/musculatura/organismos/reticulado/teosofia/trato/treliça/andaime/maquinário/ontologia/referencial/trama/escapamento/organismo/sintaxe/teologia/disciplina/ética/governo/judiciário/contabilidade/lógica/corpo/programa/rede
situação	desemprego/prontidão/recontro/repto/status/estado/inimizade/integridade/relacionamento/rapidez/complicação/confronto/conflito/hostilidade/desafio/equilíbrio/liberdade/preparação/condição/emprego/estado/relação/meio/serviço/classe/posição/actividade/condenação/decotes/desordem/existência/imaturidade/iminência/imperfeição/omnipotência/onisciência/ornamentação/utopias/decote/utopia/ápice/acção/cargo/dependência/desequilíbrio/destruição/existência/inclusão/ofício/perfeição/utopia/absurdo/cena/cenário/emoção/iluminação/maturidade/nível/rejeição/sentimento/delegação/dimensão/fase/separação/ambiente/atividade/bagunça/aceitação/defeito/estado/prisão/união/grau/ação/obrigação/poder/movimento/impressão/morte/ser/habilidade/relação/lugar/ligação
sobremesa	pudim/mousse/musse/ovosefarinha/pavlova/tiramisu/tiramisù/tortadenata/zabaglione/compota/pudim/molde
sobretudo	paleto/jaqueta/casaco/casacão/paletó/peliça/redingote/sobrecasaca/casaco/manto/capa
sociedade	guilda/clube/civilização/cultura/ordem/asean/compania/consórcio/cooperativas/cooperativismo/grêmio/sororidade/gangue/sindicato/fraternidade/instituição/legião/liga/quadrilha/instituto/ordem
socorro	consolação/consolo/apoio/mão/ajuda/conforto/suporte/serviço/auto-ajuda/facilitação/alojamento/ajuda/misericórdia/piedade/assistência/recurso
software	programa/cad/groupware/sgbd/shareware/spyware/sub-rotina/subrotina/procedimento/função
soldado	anzac/fuzileiro/janízaro/legionário/poilu/reservista/gurkha/paraquedista
solicitação	facturação/faturação/invitação/convite/conta/ordem/reza/notificação/súplica/pergunta/oração/petição/inquérito/questão/apelo
solo	areia/argila/florestas/greda/arvoredo/lama/selva/bosque/ilha/mata/floresta/lama/terra/arquipélago/istmo/istmos/laterita/loess/marga/península/permafrost/podzol/polder/polders/pôlder/silte/subsolo/húmus/mofo/planície/sedimento/tundra/chão/continente/morena/campanha/terra/cabo
solos	permafrost/polder/polders/pôlder/terra
soluto	diluição/eletrólito/salmoura
solução	soluto/coloide/colóide/compostagem/diluição/eletrólito/eutético/oxiacetileno/salmoura/ambrosia/gesso/liga/suspensão
som	rufo/ruído/toque/batida/algazarra/anilhagem/assovio/barulho/batidas/beep/chilro/clique-claque/ensopado/eufonia/gargarejo/gorgolejo/gorjeio/popping/ronrom/ronrono/tapping/tinido/trinado/uníssono/vibrato/apito/assobio/colcheia/música/zumbido/voz/ruído/batida
soma	produtos/produto/variável/binómio/binômio/montante/operando/subtotal/parâmetros/quantum/totalizar/parâmetro/proporção/número
sombreiro	capote/cartola/chapéu-coco/chapéu-panamá/sombrero
sono	sesta
sopa	borsch/consommé/gaspacho/gumbo/minestrone/rabada/soparussadebeterraba/vichyssoise/caldo
soror	beguinas
sorte	falhanço/falha/carma/karma/zica/infortúnio/azar/inevitável
sota	abelha-mestra/abelha-rainha
sub-figura	flanco/hemisfério
subida	declividade/ribeira/barranco/descida/declínio/margem/aclive/vertente/escarpa/declive/rampa/encosta/ladeira
substância	barro/geleca/gosma/lodo/líqüido/materiais/sedimento/átomo/fluido/lama/depósito/anti-matéria/antimatéria/bactericidas/fertilizante/fitoquímica/fitoquímicos/flogisto/flogístico/fluído/herbicida/larvecida/pesticida/proto-plasma/protoplasma/residuo/estrume/soluto/substrato/sólida/essência/explosivo/fração/química/solução/produto/sistema/sólido/mistura/meio
sucesso	solução/aprovação/arrasa-quarteirão/estrondo/conquista/sedução/sensação
sucessão	alternação/desfile/procissão/abertura/parada
superfície	biombo/ecrã/tela/tabuleiro/exterior/face/lado/firmamento/fotosfera/interface/mitras/palato/mitra/céu/gesso/lado/fundo
superior	orientador/supervisor/deus
superioridade	supremacia/monopólio/domínio/tirania/absolutismo/predominância/despotismo
supervisor	capataz/chefe/encenador/intendente/feitor/superintendente/zelador/monitor
suporte	aprovaçã0/degrau/pedestal/prateleira/estante/barra/aprovação/pé/base/abraçadeira/aderência/adesão/balaústre/espaldar/patrocínio/patrocínios/sustentação/endosso/estribo/poleiro/prateleira/assento/pilar/perna/cadeira/pé
suposição	fundação/teoria/base/conjectura/pressuposição/presunção/hipótese
surpresa	sobressalto/estupefação/espanto/maravilha/admiração
surto	epidemias/epidemia
suspensão	descanso/repouso/pausa/demora/cesura/lapso/adiamento/vapor/intervalo/pausa
século	era/idade/época/período/era/período
série	seqüência/sequência/nexo/hierarquia/progressão/sucessão/curso
símbolo	numeral/selodocorreio/selos/vareta/águia/selo/número/crachá/diese/fasces/foice-e-martelo/identificador/marcadores/monograma/prémio/prêmios/suástica/svástica/tarja/galardão/sigla/simbolismo/sustenido/distintivo/estigma/nariz/prémio/coroa/dólar/prêmio/ícone/marca/mancha/selo/variável/tipo
símbolos	numeral/vareta/símbolo/selo/número/diese/identificador/marcadores/monograma/prémio/prêmios/galardão/sigla/simbolismo/sustenido/estigma/nariz/prémio/coroa/dólar/prêmio/ícone/marca/mancha/selo/variável/tipo
sítio	cemitérios/lacticínios/leitaria/leiteria/mercearia/necrópole/rancho/campismo/cemitério/escavação/granja/herdade/roça/terras/acampamento/fazenda/monturo/tê/vinha/vinhedo/campismo/monumento/monumentos/instalação/loja/local/acampamento
sólida	plastico/plásticos/plástico/pó/vidro/cubo/cilindro/bloco/gelo-seco/poliedro/poliedros/vitrificação/concavidade/convexidade/comida/cristal
sólido	plastico/plásticos/plástico/pó/vidro/cubo/cilindro/bloco/gelo-seco/poliedro/poliedros/vitrificação/concavidade/convexidade/comida/cristal
súdito	cidadã/patriota/cidadão/compatrício/conterrâneo/compatriota/patrício
súplica	cortejamento/galanteio/namoro/demagogia
tabela	índice/calendário/conteúdo
tacto	ritmo/tempo/andamento
talento	alfabetismo/alfabetização/atenção/meta/vontade/técnica/arte/sentido/inteligência/memória/concentração/habilidade/bilinguismo/criatividade/náutica/criatividade/entendimento/equitação/originalidade/pontaria/aptidão/faculdade/ciência/linguagem/discurso/razão/idioma/inteligência/liderança/língua/habilidade
tamanho	circunferência/perímetro/distância/extensão
tampa	chupadouro
tanque	panzer
tanques	panzer
tapete	alcatifa/carpete/tapeçaria/capacho/carpete
taramela	castão/empunhadura/maçaneta/punho/cabo
tarde	núpcias
tarefa	assintência/aventura/mão-de-obra/cuidado/dever/projeto/obrigação/trabalho/abate/lavada/lavação/papelada/atenção/maratona/moleza/vigia/encargo/lavagem/missão/procedimento/bebê/esforço/investigação/tentativa/operação/ação/guarda/serviço/trabalho
taxa	tarifa/albedo/estequiometria/hematócrito/porte/proporcionalidade/q.i./qi/rotatividade/turnover/ágio/prevalência/quociente/sobrecarga/tarifa/taxas/freqüência/imposto/frequência/grandeza/magnitude/serviço
taxação	taxas
taxon	cepa/espécie/estirpe/variante/espécies/espécie/ficomiceto/filo/subclasse/subespécie/superclasse/superordem/espécies/tribo/gênero/variedade/reino/género/família/ordem/classe
taxón	cepa/espécie/estirpe/variante/espécies/espécie/ficomiceto/filo/subclasse/subespécie/superclasse/superordem/espécies/tribo/gênero/variedade/reino/género/família/ordem/classe
teatro	cine/cinema/ópera
tecido	estádio/lanígero/sacada/torres/varanda/veludo/alojamento/altar/letreiro/lona/pavimento/piso/placar/ponte/prédio/roque/seda/torre/varanda/arena/balcão/cruz/monumento/monumentos/algodão/edifício/lã/painel/abrigo/renda/placa/casa/andar/alpendre/arcada/arco/batik/bobine/brocado/brokat/cambraia/camurça/carroçaria/cetim/colunata/corcova/crepe/cretone/crinolina/denim/denáilon/divisória/elastano/estambre/feltro/flanela/hangar/mezzanino/mohair/musselina/organza/pedraria/peluche/pelúcia/percal/poliester/quilting/raiom/sal-e-pimenta/sarja/tafetá/tartan/transepto/trepa-trepa/tweed/velcro/alvenaria/baeta/batista/cambraia/carroceria/caxemira/chafariz/damasco/favo/jeans/náilon/pano/paredes/rosca/trama/asilo/balcão/casco/fibras/hélice/linho/malha/obstrução/parede/poliéster/contrapeso/defesa/edifício/espiral/estabelecimento/fibra/observatório/pilar/projeção/camuflagem/impedimento/monte/refúgio/coluna/equilíbrio/fonte/arco/rede/obstáculo
tecnologia	informática/bioengenharia/biotecnologia/biónica/biônica/ergonomia/nanotecnologia/nanotécnologia/ti
telefone	ramal
telegrama	cabograma
telhado	domo/cúpula/abóbada/teto-solar
tema	ponto-cego/questão/área
temor	estupefação/pânico/consternação/terror/medo/calafrio/difidencia/histeria/pavor/tremedeira/tremura/timidez/arrepio/consternação/intimidação/terror/medo/tremor/dor
temperamento	otimismo/identidade/personalidade/disposição/perfeccionismo/relutância/equanimidade/hesitação/pessimismo/amizade/disposição/solidão/tolerância/calma
temperatura	frio/fervura/mercúrio/calor
tempero	sal/alho/erva/erva-doce/feno-grego/adoçante/anis/cardamomo/cúrcuma/especiaria/gergelim/páprica/baunilha/coentro/condimento/espechiaria/gengibre/pimenta/sinapis/açafrão/funcho
tempestade	nevasca/nevão/trovoada/granizo/tormenta/vendaval/temporal
tempestades	nevasca/nevão/trovoada/granizo/tormenta/vendaval/temporal/tempestade
templo	mesquita/mesquitas/catedral/igrejas/igreja/capela/capelas/catedrais/ermida/santuários/santário/sinagoga/templos/zigurate/basílica/catedral/relicário/abadia/santuário/igreja
tempo	actualidade/centúria/decênio/década/estio/fim-de-semana/inverno/outono/primavera/sazão/século/séculos/verão/vindouro/manhã/mês/noitada/porvir/século/colheita/estágio/semana/continuidade/interrupção/trimestre/fase/horário/tarde/duração/era/estação/hoje/idade/época/futuro/presente/ano/passado/suspensão/noite/pausa/período/aorista/bimestre/bimilenio/canícula/crepusculo/efêmera/gmt/indicção/intercalação/interludio/lustro/meia-vida/multiestágio/noviciado/pentecostes/pouquinho/prorrogação/pré-história/quadriênio/quaresma/quinquênio/quinzena/semivida/tacto/tmg/uptime/veranico/advento/auge/festival/hospitalização/jornada/latência/lua-de-mel/milénio/noitada/olimpíada/pretérito/quando/seca/temporada/vésperas/arrendamento/aurora/ciclo/encarnação/festividade/flor/horas/milênio/natal/permanência/semana/sono/validade/véspera/amanhecer/aula/continuidade/eternidade/férias/minuto/reinado/trimestre/ausência/fase/floração/geração/imperfeito/instante/prazo/páscoa/sesta/tarde/bocado/duração/era/estação/idade/juventude/ocupação/época/contínuo/futuro/licença/pouco/presente/ano/escola/hora/intervalo/partida/passado/dificuldade/momento/noite/segundo/dia/vida/período
temporada	pentecostes/quaresma/advento/natal/férias/páscoa
tenda	tipi/choupana/pavilhão
tendência	simpatia/direção/compreensão/denominacionalismo/parcialidade/partidarismo/predisposição/propensão/inclinação
tendências	moda
tentativa	incursão/libertação/chute/tacada/contribuição/ensaio/esforço/batalha/pior/luta/teste
teoria	estruturalismo/holismo/conjectura/pressuposição/suposição/hipótese
terapia	antidoto/antídoto/contraveneno/lenitivo/panaceia/panacéia/pomada/profiláctico/profilático/reboco/preventivo/ungüento
terminação	abortação/abortamento/aposentadoria/aborto/abolimento/abolição/deitarporterra/desaparecimento/desativação/descontinuação/encerramento/fechamento/finalização/protelação/culminação/demissão/assassinato/destruição/aborto/homicídio/interrupção/devastação/extinção/conclusão/renúncia/morte
