1940s	decênio/década
pináculo	cima/cume/pico/topo
piolho	insectos/insetos/hemípteros/insecto/inseto
pior	placar/esforço/tentativa/resultado
pipa	brinquedo
pipoca	cereal/milho
pique	armamento/arma
pique-nique	repasto/refeição
piquenique	repasto/refeição
pira	cúmulo/monte/acúmulo/montão/pilha/grupo
piranha	porco
pirita	minérios/mineral
piromorfita	minérios/mineral
pirose	sintoma
pirotecnia	ofício/arte/profissão
pirotécnica	ofício/arte/profissão
piroxena	minérios/mineral
pirrotite	minérios/mineral
piso	edifício/tecido/estrutura
pista	infra-estrutura/evidência/instalação
pixel	componente/parte
pizza	prato
pizzaria	boutique/loja/venda
pizzicato	música
pião	brinquedo
piúria	sintoma
placa	edifício/tecido/estrutura
placar	chegada/edifício/tecido/estrutura/conclusão/resultado/fim/final
placebo	medicamento/remédio
planalto	morro/barranco/colina/montanha/ladeira/monte
planejador	alguém/indivíduo/alma/pessoa
planejamento	ideia
planetário	prédio/edifício/esquema/modelo
planetários	esquema/modelo
plano	finalidade/projecto/conceito/foto/intento/propósito/programação/retrato/idéia/objectivo/pensamento/fotografia/objetivo/projeto/esquema/imagem/opinião/figura/ilustração/intenção/programa/desenho
planta	foto/retrato/fotografia/imagem/figura/ilustração/desenho
plantador	agricultor/fazendeiro
plantação	terras/fazenda
plantações	posicionamento/colocação
plantel	prédio/edifício
plantio	terras/fazenda
planície	chão/relevo/solo/terra
plataforma	palanque/tablado/tribuna
platelminto	verme
platelmintos	verme
platyhelminthes	verme
platyrrhini	mono/símio/macaco
playground	cercado/pátio/jardim/quintal
plebeu	alguém/indivíduo/alma/pessoa
plenipotenciário	diplomata/embaixador
plenitude	estado/integridade/situação/condição/estado
plissado	dobra
plotter	aparelho/instrumento/ferramenta
pluma	plumagem/pena
pluralismo	doutrina/filosofia
plátano	verdura/hortaliça/legume/vegetal
pneu	arco
pneus	pneu
pobres	população/gente/pessoal/povo
pobreza	população/gente/pessoal/povo
poder	causador/cognição/influência/noção/conhecimento/causa/compreensão/força
podocytisus	arvoreta/arbusto/mato/moita
podzol	solo/terra
poeira	materiais
poente	hemisfério/hora
poeta	autor/escritor
poeta-cantor	cantador/cantor/vocalista
poetas	autor/escritor
poetisa	autor/escritor
poilu	soldado/militar
poiquilotérmico	criatura/animal/besta/bicho/ser
polaina	sapato/calçado
polarização	estado/situação/condição/estado
polegar	dedo
poleiro	encosto/apoio/assento/suporte/cadeira/lugar
policial	polícia/agente/guarda
poliester	têxteis/pano/tecido/fazenda
polifonia	música
poligamia	conúbio/matrimónio/matrimônio/casal/casamento
poliglota	alguém/indivíduo/alma/pessoa
polinizador	insectos/insetos/hemípteros/insecto/inseto
polinizadores	insectos/insetos/hemípteros/insecto/inseto
polinómio	função
polinómios	função
polinômio	função
polipropileno	plastico/plásticos/plástico
polissemia	ambiguidade
politiburo	junta/comissão/comité/comitê
poliéster	plastico/plásticos/têxteis/pano/plástico/tecido/fazenda
polo	camisa
polonio	metal/metais
poltrona	cadeirão/assento/cadeira
polucita	minérios/mineral
poluentes	lixo/resíduo
polémica	querela/controvérsia/discordância/disputa/discussão
polêmica	querela/controvérsia/discordância/disputa/discussão
polícia	policial/agente/guarda
política	argumentação/raciocínio/profissão
político	líder/chefe
polónio	metal/metais
polônio	metal/metais
pomada	terapia/medicamento/remédio
pombo	pomba
pombo-comum	pomba/pombo
pombo-passageiro	pomba/pombo
pomo	fruto/fruta
ponderação	consideração/reflexão
ponta	atleta/desportista
pontapé	porrada/golpe
pontaria	meta/técnica/habilidade/talento
ponte	edifício/tecido/estrutura
ponteiro	atleta/desportista
ponto	articulações/criado/pontada/ajudante/assistente/objeto/articulação/servidor/área/região
poodle	cachorro/cão
popa	dorso/reverso/verso/costas
população	gente/pessoal/povo
populismo	doutrina/filosofia
porcentagem	proporção
porco	vianda/carne
pornografia	criação
pornô	criação
porongo	garrafa/biberão/botelha/frasco/garrafa
porquê	explanação/explicação
porrete	clava/bastão/pau/vara
porro	verdura/hortaliça/legume/vegetal
porta	portas/aposento/quarto/boca/portão/entrada/sala
porta-bagagem	compartimento
porta-luvas	compartimento
porta-malas	compartimento
porta-voz	proponente/defensor/advogado/representante
portada	frente
portagem	estipêndio/encargo/remuneração/taxa/custo
portal	site/website/sítio
portaria	assalariado/empregado/operário
porteiro	guarda
portão	portas/aposento/quarto/boca/porta/entrada/sala
porão	pavimento/piso/andar
porção	objeto
posdoc	pesquisador/estudioso/investigador/erudito/especialista/acadêmico
posição	status/estado/atitude/ofício/profissão/ocupação/situação/condição/emprego/estado/função/opinião/papel/serviço/trabalho/lugar/classe
possessão	circunscrição/comarca/districto/trance/distrito/hipnose/território/propriedade/domínio
possibilidade	expetativa/intercorrência/opção/conceito/alternativa/concepção/eleição/expectativa/escolha/idéia/ideia
possuidor	alguém/indivíduo/alma/pessoa
posta-restante	apontamento/anotação/nota
postdoc	pesquisador/estudioso/investigador/erudito/especialista/acadêmico
posto	status/hierarquia/infra-estrutura/ofício/instalação/profissão/ocupação/condição/emprego/estado/função/serviço/trabalho/lugar/classe/posição
postulado	proposição
postura	atitude
potassio	metal/metais
pote	vasilhame/vasilha/vaso
potencialidade	habilidade
potentado	alguém/indivíduo/alma/pessoa
poterna	porta/portão
potpourri	colecção/coleção/aglomeração/acúmulo
potássio	metal/metais
potência	força
poucos	elite/escol
pousada	hotel/parada
povo	humano/população/gente/pessoal/família
povos	população/gente/pessoal/povo
poção	bebida
prado	terreno/campo
prados	terreno/campo
pralina	bebida
prancha	madeira
prancheta	laje/placa
praseodimio	metal/metais
praseodímio	metal/metais
prata	condutor
prateleira	encosto/apoio/suporte
prateleiras	alfaia/movéis/mobília/mobiliário/móvel
praticante	profissional
prato	báscula/balança/gangorra
prazo	etapa/continuidade/data/duração/dia/tempo/período
preamar	maré/marés
precaução	medida/passo
precedente	instância/exemplo/representante
preceito	doutrina/filosofia
preceptor	instrutor/docente/mestre/professor
precipitação	clima/tempo
precipício	alcantilado/penhasco/falésia
precursor	alguém/indivíduo/alma/pessoa
predadores	criatura/animal/besta/bicho/ser
predisposição	tendência
predominância	ascendencia/dominancia/superioridade/vantagem/virtude/propriedade/controle/recurso/domínio/bem
prefeita	prefeito
prefeitura	hall/salão
preferido	querido/amor/bem
preferência	intercorrência/opção/alternativa/eleição/escolha
prefácio	introdução
prega	dobra
pregação	discurso
preguiça	hesitação/aversão
prejuízo	alteração/dano/desvantagem/estrago/avaria/modificação/variação/perda/mudança
preleção	discurso
prelúdio	música
prenome	antenome/nome
prensa	maquinaria/máquina
preocupação	abalo/comoção/conceito/emoção/sentimento/idéia/pensamento/opinião
preparado	prontidão/rapidez/preparação
preparador	alguém/indivíduo/alma/pessoa
preparação	ideia
preponderância	número
prepúcio	pele
presa	criatura/vítima/animal/besta/bicho/ser
presbitério	prédio/edifício
presente	dádiva/brinde/dom/doação/aquisição
presença	frequencia/espírito/freqüência/frequência/alma/fantasma
preservação	estado/protecção/proteção/situação/condição/estado
presidente	líder/presidência/chefe
pressuposição	possibilidade/suposição/teoria/hipótese
presságio	augúrio/agouro/mensagem/comunicação
prestidigitador	intérprete
presídio	prisão/prisões/xadrez/prisão/cadeia
pretendente	alguém/solicitante/candidato/indivíduo/alma/pessoa
pretensão	apetite/anseio/desejo
pretor	magistrado/jurista/juiz
prevalência	taxa/razão/proporção/número
preventivo	terapia/medicamento/remédio
preâmbulo	introdução
preço	despesa/gasto/importância/valor
preços	importância/valor
prima	parente
primavera	sazão/estação/tempo/período
primeiro	hierarquia/posto/classe/posição
primo	parente
primogênita	descendência/descendente/filho
primogênito	descendência/descendente/filho
princesa	esposa/mulher
principado	hierarquia/posto/classe/posição
prion	partículas/partícula
prisão	penalização/prisões/penalidade/punição/castigo/presídio/xadrez/situação/condição/cadeia
privacidade	incomunicação/isolamento
privação	desvantagem
proa	frente
probenecida	medicamento/remédio
probidade	integridade
problema	estado/situação/condição/estado/dificuldade/obstáculo
procedimento	feição/peculiaridade/software/programa
procedência	raiz/nascente/fonte
processador	hardware
processo	causa
procissão	colecção/coleção/aglomeração/acúmulo
procrastinador	alguém/indivíduo/alma/pessoa
procrastinação	retardar/atraso/adiar
procurador	jurista/advogado/agente
procuradora	agente
procônsul	governador
prodigio	gênio
prodigo	consumidor
produto	química/consequência/conseqüência/soma/substância/efeito/quantidade/resultado/fim/número
produtos	soma/quantidade/número
produção	espectáculo/indústria/manufatura/acção/feito/show/ato/ação/apresentação
prodígio	gênio
proeminência	importância/magnitude
proeza	feito/conquista/façanha/realização
profecia	augúrio/agouro/presságio
professor	instrutor/docente/autoridade/mestre
professora	instrutor/docente/mestre/professor
proficiência	competência/capacidade
profiláctico	terapia/medicamento/remédio
profilático	terapia/medicamento/remédio
profissional	adulto
profissão	ofício/ocupação/emprego/função/serviço/trabalho/lugar
progenitor	antecessor/ancestral/antepassado
progenitora	genitor/progenitor/pai/mãe
prognóstico	augúrio/agouro/presságio
programa	espectáculo/listagem/projecto/software/conceito/cronograma/lista/agenda/programação/código/horário/idéia/pensamento/show/emissão/informação/projeto/opinião/intenção/plano
programa-fonte	programa
programa-objecto	programa
programador	engenheiro
programação	conceito/idéia/pensamento/opinião
progressismo	ideologia
proibição	acta/decreto/recusa
projecto	conceito/idéia/pensamento/opinião
projeto	projecto/conceito/programação/idéia/pensamento/opinião/intenção/programa/plano
projetor	luz
projeção	edifício/tecido/estrutura
projéctil	armamento/arma
projétil	projéctil/míssil/armamento/arma
prolapso	deficiencia/deficiente/deficiência/discapacidade/inabilidade/deficiência/incapacidade
prole	criatura/animal/besta/bicho/ser
proletariado	estrato/classe
proliferação	incremento/ontogenia/ontogénese/acréscimo/crescimento/aumento
prolongamento	duração
promotor	funcionário/serventuário/jurista/advogado
promulgação	anunciação/declaracão/proclamação/declaração/anúncio
promécio	metal/metais
pronação	rotação
pronunciamento	asserção/declaração
propaganda	promoção/publicidade/informação/anúncio
propano	carburante/combustível
proparoxítona	verbo/vocábulo/termo/palavra
propedêutica	aula/curso
propensão	tendência
proponente	alguém/indivíduo/alma/pessoa
proporcionalidade	taxa/razão/proporção
proporção	espaçamento/grandeza/soma/magnitude/quantidade/número/posição
propriedade	conceito/concepção/idéia/possessão/ideia
proprietária	dono/proprietário
proprietário	alguém/homemdenegócios/indivíduo/empresário/negociante/alma/comerciante/possessão/pessoa/propriedade
propulsão	acção/feito/ato/ação
propósito	meta/alvo/objectivo/intenção
prorrogação	etapa/tempo/período
prosciutto	presunto/pernil/toucinho
proscrito	estrangeira/estrangeiro
proscrição	rejeição
proscênio	palco/teatro
prospecto	catálogo
prospecção	disciplina/campo/domínio
prostituta	mulher
prostíbulo	prédio/edifício
prosódia	fala
protactinio	metal/metais
protactínio	metal/metais
protecionista	proponente/defensor/advogado/representante
protectorado	circunscrição/comarca/districto/distrito/território/domínio
proteoma	proteína
protesto	objeção/violência/força
protetorado	circunscrição/comarca/districto/distrito/território/domínio
proteção	aprovaçã0/combate/batalha/aprovação
proto-plasma	substância
protoplasma	substância
prova	evidência/exame/informação/teste
proveniência	procedência/raiz/nascente/fonte
provimento	pré-condição/estipulação/condição
provisões	nutriente/comida/alimento
provérbio	locução/ditado/expressão/idioma
provérbios	locução/provérbio/ditado/expressão/idioma
proxeneta	culpado
proxenetismo	culpado
proximidade	cercania/anexo/bairro/distância/vizinho/vizinhança
prática	treinamento/treino/preparação
pré-condição	premissa/pressuposto
pré-história	etapa/tempo/período
pré-molar	dentes/dente
pré-requisito	dever/responsabilidade/obrigação
prédica	discurso
prédio	edifício/tecido/estrutura
prémio	simbolo/símbolos/dádiva/aceno/brinde/dom/emblema/símbolo/doação/presente/sinal
prêmio	simbolo/símbolos/dádiva/galardão/aceno/brinde/dom/emblema/prémio/símbolo/doação/presente/sinal
prêmios	simbolo/símbolos/aceno/emblema/símbolo/sinal
príon	partículas/partícula
prólogo	introdução
prótio	átomo
pseudofruto	fruto/fruta
pseudofrutos	fruto/fruta
pseudónimo	antenome/prenome/nome
pseudónimos	antenome/prenome/nome
pseudônimo	antenome/prenome/nome
psi	caracter/caractér/carácter/letra
psicofisiologia	psicologia
psicologia	ciência
psicometria	psicologia
psicoterapia	terapias/terapia
psicólogo	cientista
psique	cognição/noção/conhecimento/compreensão
pteropodidae	morcego/quirópteros
publicação	industria/empresa/negócio/comércio/edição
publicidade	industria/reclame/reclamo/propaganda/empresa/negócio/promoção/comércio/anúncio
publicitação	industria/empresa/negócio/comércio
pudim	sobremesa/doce
puericultura	serviço
pug	cachorro/cão
pug-cão	cachorro/cão
pularcorda	toa/corda/cabo
pulga	insectos/insetos/hemípteros/insecto/inseto
pulgas	insectos/insetos/hemípteros/insecto/inseto
pulque	álcoois/álcool
pulverizador	obreiro/trabalhador/operário
pulôver	agasalho/suéter/casaco
punho	mão/pata
punição	penalização/penalidade/castigo
punk	adolescente/moço/rapaz/moça/rapariga
pupa	insectos/insetos/hemípteros/insecto/inseto
pupilo	alguém/indivíduo/alma/pessoa
pureza	estado/situação/condição/estado
puta	porco/mulher
pyracantha	arvoreta/arbusto/mato/moita
pyrex	vidro
pára-brisa	rede
pára-sol	anexo
pário	alguém/indivíduo/alma/pessoa
pátina	camada/capa
pátio	terreno/campo
pânico	consternação/angústia/ansiedade/temor/terror/medo
pão-de-ló	bolo
pãozinho	pão
pé	encosto/apoio/suporte
pé-de-cabra	barra
pérola	joia/jóia/gema
pê	caracter/caractér/carácter/letra
pêlo	cabelo
pêndulo	aparato/aparelho/equipamento
píer	palanque/tablado/tribuna
pílula	dose
píxel	componente/parte
pódio	palanque/tablado/tribuna
pólipo	tumores
pórtico	boca/entrada
pônei	égua/cavalo
pôr-do-sol	hora
púbis	osso
púlpito	palanque/tablado/tribuna
q	caracter/caractér/carácter/letra
q.i.	taxa/razão/proporção
qi	taxa/razão/proporção
qua-qua	anás/anatidae/pato/pata
quadragésima	hierarquia/posto/classe/posição
quadragésimo	hierarquia/posto/classe/posição
quadricentenário	aniversário
quadrilha	associação/sociedade/união/organização/ordem
quadrinhos	cartoon/caricatura
quadriênio	etapa/tempo/período
quadro	foto/retrato/fotografia/imagem
qualidade	conceito/atributo/concepção/característica/idéia/importância/valor/grau/propriedade/ideia
quantidade	conceito/concepção/grandeza/idéia/magnitude/ideia/número
quantificador	verbo/vocábulo/termo/palavra
quantum	soma/quantidade/número
quarentena	incomunicação/isolamento
quark	queijo
quartil	nota/classe
quarto	aposento/hierarquia/posto/sala/classe/posição
quartos	alojamento/abrigo/casa
quartzo	minérios/mineral
quarço	minérios/mineral
quebra-cabeças	quebra-cabeça
queda	descenso/fallout/rebaixamento/alteração/pecado/descida/modificação/variação/mudança
queijada	bolo
queimadura	traumatismo/dano/machucado/lesão/mal
queimação	sintoma
queixa	objeção
queixada	mandíbula
queixo	traço
quem	caracter/caractér/carácter/letra
quenga	mulher
quentão	vinho
quepe	barrete/boné
querosene	carburante/combustível
querubim	anjo
questionário	formulário
questor	funcionário/serventuário
questão	precariedade/incerteza/frase/sentença/matéria/oração/tópico/assunto/tema
quiabo	verdura/hortaliça/legume/vegetal
quilha	viga/trave
quilting	têxteis/pano/tecido/fazenda
quimera	imaginação
quimioterapia	terapias/terapia
quimo	nutriente/comida/alimento
quincentenário	aniversário
quinquênio	etapa/tempo/período
quinta	vivenda/laboratório/oficina/habitação/emprego/trabalho/casa
quintal	cercado/pátio/jardim/terreno/campo
quinto	hierarquia/posto/classe/posição
quinzena	etapa/tempo/período
quiropratico	terapeuta/curandeiro
quitinete	cozinha
quociente	taxa/razão/proporção
quota	alocação/atribuição
quádrica	curva/arco
quádricas	curva/arco
química	materiais/substância
químico	cientista
quíntupla	jogo/grupo
quíntuplo	jogo/grupo
qüestão	frase/sentença/oração
r	caracter/caractér/carácter/letra
rabada	sopa
rabanada	prato
rabanete	raíz/raiz
rabino	título
rabinos	título
rabo	dentes/dorso/reverso/verso/costas/dente/face/lado
rachadura	greta/racha/fresta/fissura/buraco/fenda
raciocinio	ideia
raciocínio	ideia
racismo	pré-conceito/viés/discriminação/preconceito
radiador	mecanismo
radical	alguém/átomo/indivíduo/alma/pessoa
radicalismo	ideologia
radiofonia	rádio
radiofrequência	frequencia/freqüência/frequência
radiofreqüência	frequencia/freqüência/frequência
radiografia	foto/retrato/fotografia/imagem
radiologista	cientista
radiotelefonia	rádio
radioterapia	terapias/terapia
rafeiro	cachorro/cão
rainha	insectos/insetos/hemípteros/insecto/inseto
raiom	têxteis/pano/tecido/fazenda
raiva	abalo/zanga/comoção/ira/cólera/emoção/sentimento
rajada	vento
ralé	galera/vulgo/nação/gente/pessoal/povo
ramal	telefone
rameira	mulher
ramekin	louça/prato
ramerrão	procedimento/processo
raminho	galho/ramo
ramnavami	efeméride/feriado
ramo	caule/galho/departamento/divisão/tronco
rampa	declive/declives/subida/encosta/costa/ladeira
rancheiro	agricultor/fazendeiro
rancho	chácara/granja/quinta/sítio/fazenda
rangido	ruído
rangífer	cervidae/cervídeo/cervo/veado
rangífero	cervidae/cervídeo/cervo/veado
ranidae	batraquio/rã/sapo
rapariga	mulher
rapaz	garoto/moço/criança/filho/menino/homem
rapidez	ritmo/passo
rapieira	gládio/espada
raposa	matreiro/raposa-vermelha
raposa-cinzenta	matreiro/raposa/raposa-vermelha/raposa
raposa-do-ártico	matreiro/raposa/raposa-vermelha/raposa
rapper	cantador/cantor/vocalista
rapto	crime/ofensa
raptor	fora-da-lei/malfeitor/criminoso/bandido
raridade	objeto
rascunho	texto
rastel	implemento/instrumento/ferramenta
rastelo	implemento/instrumento/ferramenta
raster	formação
rastreador	caçador
ratazana	rattus/rato
ratificação	informação
rato-marrom	rattus/ratazana/rato
rato-preto	rattus/ratazana/rato
ratoeira	arapuca/armadilha/rede
ravina	baixada/vale
razoamento	ideia
razão	explanação/explicação
raça	categoria/família/classe
ração	nutriente/comida/alimento
reactor	aparato/aparelho/equipamento
reactores	aparato/aparelho/equipamento
realejo	instrumento
realgar	minérios/mineral
realidade	realismo/verdade
realista	filósofo/pintora/pintor
realizador	alguém/indivíduo/alma/pessoa
realização	acção/feito/conquista/façanha/ato/ação
realçe	elemento/componente
reavaliação	valorização/apreciação/avaliação
reação	oposição
rebelião	insurreição/revolta
rebocador	batel/bote/escaler/barco
reboco	terapia/medicamento/remédio
rebordo	aresta
recebimento	saudação
receio	incerteza/dúvida
receita	provento/renda/rendimentos/ingresso/renda/rendimento
recepcionista	secretário/secretária
receptador	mercador/negociante/comerciante
recepção	saudação/festa
recessão	crise
recipiente	vasilha/garrafa
reclamação	objeção
reclame	propaganda/promoção/publicidade/anúncio
reclamo	propaganda/promoção/publicidade/anúncio
reclusão	separação
recolhedor	trabalhador
recombinante	célula
recomendação	assessoramento/loa/louvor/conselho/glória/elogio
recomendações	loa/louvor/glória/elogio
recomeço	oportunidade/chance
recompensa	galardão/prémio/prêmio
reconquista	recuperação
reconsideração	adição/melhoria
recordação	objeto
recorrência	repetição
recorte	excerto/extrato/trecho/passagem
recrutamento	feito/conquista/façanha/realização
recuperação	acção/feito/ato/ação
recurso	abaixo-assinado/postulação/jeito/requerimento/auxílio/requisição/socorro/solicitação/modo/ajuda/petição/vantagem/apelo/assistência/maneira/virtude/propriedade/ferramenta/meio/caminho/bem
recém-casado	cónjuge/consorte/cônjuge/esposa/esposo/marido/companheiro
recém-nascido	criança/filho/menino
redator	assalariado/empregado/operário
rede	arapuca/cama/têxteis/armadilha/pano/leito/tecido/fazenda/sistema/organização
redefinição	definição
redingote	casaco/sobretudo
redoma	domo/cúpula
reeleição	eleição
reembolso	pagamento
reentrada	regresso/retorno
refeitorio	infra-estrutura/instalação
refeitório	aposento/quarto/sala
refeição	feita
referencial	critério/padrões
referente	significância/significação/significado/intenção
referência	apontamento/recomendações/comentário/anotação/publicação/recomendação/edição/observação/nota
refinaria	fábrica/usina/planta
refinarias	fábrica/usina/planta
refletor	luz
reflexão	demo/comentário/consideração/demonstração/ideia/observação
reforma	campanha/causa
reformismo	movimento
refresco	lanche/merenda/bebida
refrigerante	bebida
refrigerantes	bebida
refrigeração	mecanismo
refrão	música
refundo	pagamento
refutação	evidência
refém	cativo/preso/prisioneiro
refúgio	edifício/tecido/estrutura/recurso
rega	abastecimento/provimento/fornecimento
regata	camisa
regateio	tramitação/negociação/conversa
regato	córrego/corrente
regaço	coxa/anca
regencia	gestão/administração
regeneração	reaparecimento/ressurgência/revitalização/revivalismo/ressurreição/retomada
regicida	matador/assassino
regicidas	assassínio/assassinato/homicídio
regicídio	assassínio/assassinato/homicídio
regime	projecto/programação/projeto/intenção/programa/plano
registo	registro
registrador	registro
registrar	submissão/entrada
região	regiões/locação/localização/ponto/lugar
regiões	locação/localização/ponto/lugar
rego	trincheira
regozijo	alegria
regra	conceito/concepção/idéia/procedimento/processo/ideia
regulador	funcionário/serventuário
regulamento	conceito/concepção/idéia/ideia
regência	reinado
rei	monarca/suserano/soberano
reinado	etapa/hierarquia/continuidade/duração/era/idade/época/posto/tempo/período/classe/posição
reino	monarquia/era/idade/época/período
reintrodução	apresentação
rejeição	acção/feito/situação/ato/condição/ação
relato	documentação/notícia/documento/notícias/artigo
relatório	ensaios/documentação/documento/ensaio
relações-públicas	propaganda/promoção/publicidade/anúncio
relevo	escultura/objeto
religião	convicção/crença/estabelecimento/instituição/instituto/fé/opinião
relojoeiro	artesão/artífice
relutância	temperamento/disposição
relva	terreno/campo
remediação	retificação/correção
remo	esporte
remorso	terpena/mágoa/tristeza/pesar
remoção	cirurgia/operação
remédio	entorpecente/droga/medicamento
rena	cervidae/cervídeo/cervo/veado
renascimento	reaparecimento/ressurgência/revitalização/revivalismo/ressurreição/retomada
renda	provento/receita/rendimentos/têxteis/ingresso/pano/tecido/fazenda/rendimento
rendez-vous	encontro/reunião
rendezvous	encontro/reunião
rendimento	provento/receita/renda/rendimentos/ingresso/renda
renio	metal/metais
renome	bisbilhotice/bisbolhetice/honra/fofoca
renovação	melhora/melhoria
rentabilidade	proveito/lucro/bem
renúncia	documentação/documento/rejeição
reologia	física
rep	congressista/deputado/parlamentar/representante
repagamento	pagamento
reparação	retificação/correção
repercussão	consequência/conseqüência/efeito/resultado/fim
repertório	colecção/coleção/aglomeração/acúmulo
replicação	cópia/reprodução
reportagem	notícia/notícias/artigo
reporte	documentação/documento
repouso	interrupção/suspensão/pausa
repreensão	assessoramento/conselho/recomendação
representante	alguém/proponente/indivíduo/defensor/advogado/alma/agente/pessoa
represália	retaliação/revanche/vindicância/vingança
reprise	emissão/programa
reprodução	cópia
reprovação	critica/juízo/julgamento
repto	situação/condição
republicanismo	ideologia
reputação	estimação/apreciação/honra
repúdio	recusa
requeijão	queijo
requisito	dever/responsabilidade/obrigação
requisição	demanda
rescaldo	fragmento
resecção	cirurgia/operação
reserva	cúmulo/monte/acúmulo/montão/pilha/grupo
reservatório	lago/provisão/fornecimento
reservista	soldado/militar
resgate	recuperação
residente	habitante/dr./morador/doutor/médico
residuo	matéria/substância
residência	endereço/alojamento/abrigo/casa
resignação	desespero
resistência	oposição
resolução	documentação/documento
resort	hotel
respeito	atitude/detalhe/honra
respingo	ruído
respiradouro	descanso/repouso/pausa
respiração	ar
responsabilidade	dever/obrigação
responsável	líder/culpado/chefe
ressalva	pré-condição/estipulação/condição
ressurreição	reaparecimento/ressurgência/revitalização/revivalismo/retomada
ressuscitação	reaparecimento/ressurgência/revitalização/revivalismo/ressurreição/retomada
restante	categoria/porção/componente/parte
restaurante	prédio/edifício
restauração	melhora/melhoria
restelo	implemento/instrumento/ferramenta
resto	categoria/objeto/porção/componente/parte
restos	detrito/lixo/resíduo
restrição	regulamento/norma/lei/regra/limitação
resultado	consequência/fenómeno/fenômeno/placar/chegada/conseqüência/conclusão/efeito/fim/final
resumo	sinopse/sumário
resíduo	materiais/lixo/categoria/porção/componente/parte
resíduos	lixo/resíduo
reta	segmento/seção
retalhista	mercador/negociante/comerciante
retardação	alteração/modificação/variação/mudança
retenção	possessão/propriedade
reticência	ponto-final/ponto
retirada	partida
retor	falante/palestrante/locutor
retorno	resposta/resultado
retratista	pintora/pintor
retribuição	retaliação/retificação/revanche/vindicância/pagamento/vingança/correção
retrovisor	espelho
retrô	moda
reumatismo	doenças/doença
reunião	assembléia/festa
revelação	epifania/insight/lampejo
reverendo	título
reverência	abalo/comoção/emoção/sentimento
revista	publicação/edição
revisão	prática/exercício/manutenção
revogação	sentença/julgamento
revolta	insurreição/rebelião
revolucionário	radical
revolucionários	radical
revolução	alteração/modificação/variação/mudança
revólver	armamento/arma
revóvel	armamento/arma
riacho	córrego/corrente
ribeira	córrego/declive/declives/subida/encosta/costa/ladeira/corrente
ribeiro	córrego/corrente
ribombo	ruído
rico	população/gente/pessoal/povo
ricos	população/gente/pessoal/povo
ricota	queijo
rifa	loteria
rigor	credibilidade/dificuldade
ringue	palanque/tablado/tribuna
rinorreia	sintoma
rinorréia	sintoma
rio	córrego/corrente
riqueza	possessão/propriedade
risco	causador/causa
risoto	prato
risotto	prato
rissole	prato
ritual	costume/hábito/livro
rixa	recontro/controvérsia/confronto/conflito/disputa/discussão
rizoma	caule/tronco
rizotomia	cirurgia/operação
robustez	influência/característica/qualidade/força
robô	mecanismo
rocha	materiais/pedra
rochedo	rocha/pedra
rocim	égua/cavalo
rodada	itinerário/itinerários/percurso/rota/linha/estrada/caminho
rodio	metal/metais
rododentro	arvoreta/arbusto/mato/moita
rodovia	autoestrada/auto-estrada/via/estrada/caminho
rojão	viatura/veículo
roleta	roda/porta/portão
rolo	cilindro
romance	ficcionismo/ficção/livros/ficção/relacionamento/literatura/livro/relação
romaria	colecção/coleção/aglomeração/acúmulo
romã	bomba
ronco	ruído
ronda	itinerário/itinerários/percurso/rota/linha/estrada/caminho
rooibos	arvoreta/arbusto/mato/moita
roque	edifício/tecido/estrutura
rosa	arvoreta/arbusto/mato/moita
rosas	arvoreta/arbusto/mato/moita
rosca	edifício/tecido/estrutura
rosto	alguém/semblante/indivíduo/aspecto/alma/face/pessoa/aparência/cara
roséola	doenças/doença
rotatividade	taxa/razão/proporção
rotatória	junção
rotação	mudança
roteiro	premissa/pressuposto
rotina	procedimento/processo
rotulagem	acontecimento/festa
rotunda	prédio/edifício
roubalheira	furto/roubo
roubo	furto/crime/ofensa
roça	chácara/granja/quinta/sítio/fazenda/campo
rua	via/rodovia/estrada/caminho
rubi	joia/jóia/gema
rubidio	metal/metais
rubrica	explanação/explicação
rubídio	metal/metais
rudeltaktik	matilha
rudimentos	fato
rugosidade	textura
ruibarbo	verdura/hortaliça/legume/vegetal
ruiva	alguém/indivíduo/alma/pessoa
ruivo	alguém/indivíduo/alma/pessoa
rumo	itinerário/itinerários/percurso/rota/linha/estrada/caminho
rumor	bisbilhotice/bisbolhetice/fofoca
runa	grafema/letra
rusga	ruído
ruta	erva
rutenio	metal/metais
rutilo	minérios/mineral
ruténio	metal/metais
rutênio	metal/metais
ruído	problema
ruína	demolição/prédio/destruição/edifício/desolação
ruínas	detrito/lixo/resíduo
rábano	raíz/raiz
rábano-silvestre	raíz/raiz
rábanodecavalo	raíz/raiz
rádio	metal/metais
rápido	vaga/onda
râguebi	futebol
rã	batraquio/sapo
rãs	batraquio/rã/sapo
ré	engrenagem/marcha
rénio	metal/metais
réplica	cópia/reprodução
réu	culpado
rênio	metal/metais
rímel	maquiagem/maquilagem/cosmético
ródio	metal/metais
rô	caracter/caractér/carácter/letra
rúgbi	futebol
rúmen	estomago/estômago
rútilo	minérios/mineral
s	caracter/caractér/carácter/letra
s.u.v	auto/automóvel/viatura/carro/veículo
sabedoria	feição/peculiaridade/educação/instrução
sabre	gládio/espada
sabugo	coração/centro
sacada	edifício/tecido/estrutura
sacrifício	perda
sacristia	aposento/quarto/sala
sacro	osso
safado	culpado
sagacidade	feição/peculiaridade/inteligência
