aba	fronteira/limite
remédio	entorpecente/droga/medicamento/agente
rendimento	produção
rendição	derrota/perda
renome	honra
reorientação	mudança
reparação	melhoramento/melhoria
reparo	melhoramento/melhoria
repartição	distribuição
repasto	alimentação/nutriente/nutrição/comida/alimento
reporte	documentação/documento/informação
reposteiro	cortina/mobília/mobiliário/móvel
representante	alguém/indivíduo/alma/pessoa/negociador/informação/conhecimento
representação	colaboração/cooperação/atividade/ocupação/criação
reprodução	afiguração/representação/imagem/figura/ilustração/desenho
repugnância	aversão
repulsa	ódio/aversão
residuo	matéria/substância
residência	endereço/alojamento/abrigo/casa
resistência	oposição
resolução	selecção/escolha/seleção
respeito	atitude
respiração	atividade
responsabilidade	maldade
responsável	líder/chefe
resposta	afirmação/atividade/declaração
ressentimento	ódio/aversão
restante	categoria/porção/componente/parte
restaurante	prédio/edifício
restituição	compra/aquisição
resto	categoria/objeto/porção/componente/parte/pano
restrição	regulamentos/aparato/dispositivo/regulação/aparelho/equipamento/mecanismo/instrumento/ferramenta
resultado	fenómeno/fenômeno/placar/chegada/conclusão/fim/final/afirmação/declaração
resíduo	materiais/categoria/porção/componente/parte
reta	linha
retardar	ociosidade
retificação	melhoramento/melhoria
retorno	traslado/chegada/deslocamento/vinda/compra/aquisição/movimento
retrato	afiguração/representação/imagem/figura/ilustração/desenho
retribuição	prestação
reunião	assembléia/agrupamento/agregação/coleção/convergência
reversão	reorientação
reviravolta	mudança
revista	publicação/edição/bens/produto/produção
revisão	prática/exercício/inspecionar/examinar
revogação	sentença/julgamento
revolta	conflito/luta
revés	ocorrente/ocorrência/acontecimento
revólver	armamento/arma
revóvel	armamento/arma
reza	requerimento/requisição/solicitação/pedido/petição/apelo
ribeira	córrego/corrente
rigor	dificuldade
rio	córrego/corrente
riqueza	possessão/propriedade/abundancia/poder
risco	causador/causa/maldade
rito	costume/emprego/hábito
ritual	costume/hábito/costume/emprego/hábito
rival	competidor/contendor
rocha	materiais/pedra
rochedo	rocha/pedra
roda	máquina
rodada	quantia/quantitativo/medida/quantidade
rodovia	via/estrada/caminho
roedor	mamífero
rolamento	propulsão/impulsão
romance	relacionamento/relação
roque	edifício/tecido/estrutura
rosa	arvoreta/arbusto/mato/moita
rosas	arvoreta/arbusto/mato/moita
rosto	alguém/semblante/indivíduo/aspecto/alma/pessoa/aparência/semblante/aparência
rota	fronteira
rotação	mudança
rotina	atuação
rotulagem	acontecimento/festa
roubo	crime
roupa	vestimenta/cobertura/vestuário/traje/capa/vestido
rufo	ruído/som
ruga	impressão
ruminante	artiodáctilos/artiodátilos/artiodátilo/ungulados
ruminantes	artiodáctilos/artiodátilos/artiodátilo/ungulados
rumo	itinerário/itinerários/percurso/rota/linha/estrada/caminho
ruído	problema/ocorrente/ocorrência/acontecimento/som
ruína	demolição/destruição/desolação/apodrecimento/putrefação/deterioração/decomposição
récorde	obtenção/realização
répteis	vertebrado
réptil	vertebrado
sabedoria	feição/peculiaridade
saber	compreensão
sabonete	clareador
sabor	sensação
sabão	clareador
sacada	edifício/tecido/estrutura
sacanagem	recreaçao/diversão
saco	contentor/contêiner/recipiente
sacola	contentor/contêiner/recipiente
sacolejo	agitação
safra	rendimento
sagacidade	feição/peculiaridade/inteligência
saia	vestuário/roupa
sala	aposento/quarto
salada	prato
saliência	projeção
salto	propulsão/impulsão/transição
salvamento	recuperação
salvação	recuperação
salário	prestação
salão	prédio/edifício
sangue	genealogia
santo	deidade/deidades/divinidade/deus/deusa/divindade/deus
sapiência	feição/peculiaridade
saudade	apetite/pretensão/anseio/desejo/anelo/anseio/desejo
saudação	reconhecimento
sazão	etapa/tempo/período
saída	partida/instante/abertura/momento
secas	estado/situação/condição/estado
secretaria	agência/escritório
secretária	criado/ajudante/assistente/servidor/mesa
secretário	criado/ajudante/assistente/servidor
secura	estado/situação/condição/estado
secção	coisa
seda	têxteis/pano/tecido/fazenda
sedan	auto/automóvel/viatura/carro/veículo
sedativo	medicamento/remédio
sedimento	matéria/substância
sedã	auto/automóvel/viatura/carro/veículo
segmentação	separação
segmento	tomo/secção/porção/pedaço/parte
segredo	informação
seguidor	alguém/indivíduo/alma/pessoa
segundo	instante/momento
segurança	estado/situação/condição/estado
seguro	abrigo/proteção/activos/ativos/bens/recursos/ativo
seguros	abrigo/proteção
seio	anatomia
selecção	acção/decisão/atividade/ato/ação
seleção	acção/atividade/ato/ação
selo	simbolo/símbolos/aceno/emblema/símbolo/sinal
selva	chão/locação/relevo/localização/solo/terra/ponto/lugar/bioma/biomas
semana	etapa/tempo/período
semblante	aspecto/aparência/qualidade
semelhança	similardidade/qualidade
semestre	período
seminário	aula/curso
senda	trilha/estrada/caminho
senhor	homem/governante/governador
senhora	mulher
senhorita	mulher
sensatez	feição/peculiaridade
sensação	percepção/triunfo/êxito/sucesso
sentido	conceito/idéia/pensamento/opinião/faculdade/talento
sentimento	emoção/impressão
sentinela	guarda
sepultura	área/região
sequência	ordenação/ordem
ser	alguém/indivíduo/alma/pessoa/organismo/situação/condição/estado
serra	formação
servidor	funcionário/serventuário/trabalhador
serviço	dever/obrigação
sessão	encontro/reunião
sesta	etapa/tempo/período
sexo	atividade
seção	fatia/música/documentos/porção/parte
show	atuação
significado	conceito/idéia/pensamento/importância/magnitude/opinião/mensagem/tópico/assunto/conteúdo
significação	importância/magnitude/mensagem/tópico/assunto/conteúdo
significância	mensagem/tópico/assunto/conteúdo
simbolo	sinal
similardidade	semelhança/qualidade
simpatia	emoção/sentimento/impressão
sina	estado
sinal	mensagem/comunicação/mudança
sindicato	associação/sociedade/união/organização/ordem
sintoma	evidência
sistema	metodo/método/métodos/técnica/agrupação/anatomia/apetrecho/equipamento/conjunto/instrumento/grupo
situação	estado/condição/estado/atributo/predicado/característica/condição/estado/propriedade
sobra	categoria/porção/componente/parte/pano
sobrecarta	contentor/contêiner/recipiente
sobremesa	prato
sobrenome	antenome/prenome/nome
sobrescrito	contentor/contêiner/recipiente
sobretudo	vestuário/roupa
sociedade	associação/união/organização/ordem
socorro	auxílio/ajuda/assistência/atividade/ocupação
software	código
sol	luz
solenidade	ritual
solo	materiais/objeto
solos	objeto
soluto	solução/mistura
solução	substância/mistura
som	ocorrente/ocorrência/acontecimento/sensação
soma	conceito/concepção/idéia/quantidade/ideia/número/todo/unidade
sombreiro	chapéu
sonho	perfeição
sono	etapa/tempo/período
sopa	prato
soror	membro
sorte	fenómeno/fenômeno/ocorrente/ocorrência/acontecimento/estado
sota	insectos/insetos/hemípteros/insecto/inseto
sub-figura	figura
sub-rotina	software/programa
subida	formação
subrotina	software/programa
substância	materiais/categoria/matéria/porção/componente/parte
subtileza	dificuldade
sucesso	triunfo/êxito/obtenção/realização
sucessão	ordenação/sequência/série/atividade/ação
sujeito	varão/macho/homem
sulco	impressão
sumptuosidade	abundancia/riqueza/poder
suntuosidade	abundancia/riqueza/poder
superfície	camada/estrato/artefato/fronteiras/fronteira/limite
superior	líder/chefe
superioridade	estado/situação/condição/estado
supervisor	orientador/superior
suporte	encosto/apoio/auxílio/socorro/ajuda/assistência/aparato/dispositivo/aparelho/equipamento/atividade/mecanismo/ocupação/instrumento/ferramenta
suposição	conceito/concepção/possibilidade/idéia/teoria/hipótese/ideia
suprimentos	nutriente/comida/alimento
surpresa	alteração/modificação/variação/mudança/emoção/sentimento/impressão
surto	ocorrente/ocorrência/acontecimento
suspensão	solução/intervalo/mistura/tempo
sutileza	dificuldade
século	etapa/tempo/período
séculos	etapa/tempo/período
série	sequência/ordem
símbolo	simbolo/símbolos/aceno/emblema/sinal
símbolos	sinal
sítio	laboratório/oficina/emprego/trabalho/gleba/terreno/região
sólida	matéria/substância/formato/forma
sólido	matéria/substância/formato/forma
sótão	pavimento/piso/andar
súdito	alguém/indivíduo/alma/pessoa
súplica	requerimento/requisição/solicitação/pedido/petição/apelo
tabela	array/ordem
tabuleiro	superfície
tacada	esforço/tentativa
tacto	tempo
talento	cognição/noção/conhecimento/compreensão/capacidade/poder/habilidade
tamanco	calçados/calçado
tamanho	grandeza/magnitude/número
tampa	cobertura/capa
tapete	cobertura/capa
taramela	apêndice
tarde	etapa/tempo/período/jornada/dia
tarefa	dever/obrigação/atividade/ocupação/trabalho
taxa	gastos/custos/dívida/imposto/preço/custo/obrigação
taxação	imposto
taxi	auto/automóvel/viatura/carro/veículo
teatro	prédio/edifício/comunicado/comunicação
tecido	anatomia/artefato
tecla	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
tecnologia	disciplina/campo/domínio
telefone	sinal
telegrama	mensagem
telhado	proteção/capa
tema	conceito/idéia/pensamento/opinião/mensagem/tópico/assunto/conteúdo
temor	abalo/comoção/emoção/sentimento/ânsia/ansiedade/preocupação
temperamento	índole/atributo/natureza/predicado/característica/propriedade
tempero	ingrediente
templo	prédio/edifício/casadeoração/igreja
tempo	etapa/período/quantia/atributo/predicado/quantitativo/característica/medida/quantidade/propriedade
temporada	etapa/tempo/período
tenda	asilo/refúgio
tendência	atitude
tendências	sabor
tentativa	esforço/atividade/ocupação
teoria	conceito/concepção/idéia/ideia/explanação/explicação
terapia	medicamento/remédio
terno	vestuário/roupa
terpena	tristeza/pesar
terra	chão/relevo/objeto/solo/solo
terras	imobiliária/imóvel
terreno	gleba/região
território	regiões/região
terror	abalo/comoção/consternação/emoção/sentimento/temor/medo
testa	traço
teste	esforço/tentativa/comunicado/comunicação
teto	proteção/capa
texto	documentos
thread	materiais
tinta	materiais/camada/capa/colorante/corante/cor
tintura	colorante/corante/tez/tinta/cor
tio	parente
tipo	adulto/categoria/família/classe/categoria/espécies/raça/género/classe
tira	tomo/secção/porção/pedaço/parte
tiro	ataque/propulsão/impulsão
tocador	intérprete
todo	objeto
tom	tez/cor
tomo	coisa
topo	região
toque	acção/feito/ato/ação/ocorrente/ocorrência/acontecimento/som
torneio	certame/concurso/competição/partida/jogo
torre	edifício/tecido/estrutura
torres	edifício/tecido/estrutura
torrão	aglomeração
torso	anatomia
torção	rotação
totalidade	conceito/concepção/idéia/ideia/todo/unidade
totalizar	soma/quantidade/número
toxinas	substância
trabalhador	alguém/indivíduo/alma/pessoa
trabalho	bens/atividade/ocupação/tarefa/produto/produção
traição	desonestidade
traje	vestimenta/cobertura/vestuário/capa/roupa/vestido
trama	têxteis/pano/tecido/fazenda
tramitação	debate/discussão
transa	atividade
transação	negócio
transferência	movimento
transformação	alteração/modificação/variação/mudança
transgressão	delito/atividade/ocupação
transito	colecção/coleção/aglomeração/acúmulo
transição	alteração/modificação/variação/mudança
transmissão	comunicado/comunicação
transmutação	alteração/modificação/variação/mudança
transportação	industria/empresa/negócio/comércio
transporte	industria/empresa/negócio/comércio/movimento
trapeira	pavimento/piso/andar
traqueófitos	flora/planta/vegetal
traseiro	anatomia/componente/região
traslado	mudança
tratamento	assintência/gestão/cuidado/administração
trava	obstrução/impedimento/obstáculo
travessia	traslado/deslocamento/movimento
travessura	recreaçao/diversão
traço	anatomia
tração	propulsão/impulsão
trecho	continuidade/duração
treinamento	atividade/ocupação
treino	atividade/ocupação
tremedeira	consternação/temor/terror/medo
tremor	consternação/temor/terror/medo
tremura	consternação/temor/terror/medo
trevas	iluminação
tribunal	assembleia/assembléia
tributo	imposto
trilha	evidência/curso/caminho/via/estrada/caminho
trilho	trilha/estrada/caminho
trilhos	trilha/estrada/caminho
trimestre	etapa/tempo/período
trinado	ruído/som
trinco	apêndice
tristeza	desgosto/emoção/mágoa/sentimento/impressão/dor/pesar
trituração	esmagamento/compactação
triunfo	obtenção/realização
tronco	anatomia/órgão
tropa	turba/montão/multidão
trote	recreaçao/diversão
tráfego	colecção/coleção/aglomeração/acúmulo
tránsito	colecção/coleção/aglomeração/acúmulo
trâmite	acção/atividade/ato/ação
trânsito	colecção/coleção/aglomeração/acúmulo
tubo	aqueduto/conduto/ducto/duto/canal
tumba	área/região
tumor	tumores
tumores	enfermidade/doença
turba	montão/multidão/reunião
turfa	húmus
turista	alguém/indivíduo/alma/pessoa
turma	reunião
turno	quantia/quantitativo/medida/componente/quantidade
tutela	protecção/proteção
tábua	chapa/lousa/placa
táctica	programa
tática	programa
táxi	auto/automóvel/viatura/carro/veículo/carruagem
tâmara	fruta
técnica	capacidade/poder/habilidade/talento
términio	chegada/conclusão/resultado/fim/final
têmpora	traço
têxteis	artefato
título	antenome/prenome/nome/denominação/antenome/prenome/nome
tópico	mensagem/comunicação/mensagem/assunto/conteúdo/coisa
tóxico	substância
túmulo	área/região
umbigo	lugar
ungulados	perissodáctilos/mamífero
unidade	categoria/objeto/porção/componente/parte/totalidade/coisa
unificação	composição/combinação
uniforme	vestimenta/vestuário/traje/roupa/vestido
universidade	estabelecimento
universo	colecção/coleção/aglomeração/acúmulo
união	organização/jogo/grupo/situação/condição/estado/ligação
ursídeos	brinquedo
usina	fábrica/planta
uso	acção/feito/ato/ação/atividade/ocupação
utensílio	implemento/instrumento/ferramenta
utilização	uso/atividade/ocupação
vaga	movimento
vale	depressão
validade	legalidade
valor	qualidade
valência	poder
vantagem	virtude/propriedade/recurso/bem
vapor	embarcação/navios/navio/barco/suspensão
vara	implemento/instrumento/ferramenta
varanda	edifício/tecido/estrutura
variante	espécie/variedade/género/tipo/classe
variação	alteração/modificação/mudança/ocorrente/ocorrência/acontecimento
variedade	categoria/espécies/raça/género/tipo/classe
varão	alguém/indivíduo/alma/pessoa
vasilha	contentor/contêiner/recipiente
vasilhame	contentor/contêiner/recipiente
vaso	condutas/tubo/contentor/contêiner/recipiente
vegetal	hortifruti/hortifruto/verdura/hortaliça/legume/organismo/ser
vegetação	colecção/coleção/aglomeração/acúmulo
vela	pano
velhice	época/período
velho	adulto
velocidade	ritmo/passo/ritmo
vencimento	chegada/conclusão/resultado/fim/final/desastre
venda	comercialismo/shopping/mercantilismo/comércio
veneno	substância
ventilador	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
vento	clima/tempo
ventre	anatomia
verdade	informação/conhecimento
verdura	hortifruti/hortifruto
vergonha	desonra/emoção/sentimento/impressão
verificação	fiscalização/inspecção/vistoria/inspeção/teste
verme	invertebrados/invertebrado/larva
vermelho	custo
versão	espécie/variedade/género/tipo/classe
vertebrado	cordados
verão	sazão/estação/tempo/período
vespa	himenópteros
vestido	vestimenta/cobertura/vestuário/traje/capa/roupa
vestimenta	cobertura/capa
vestuário	vestimenta/cobertura/traje/capa/roupa/vestido
vez	ocorrência/instância/ocasião/caso/exemplo/atividade/ocupação
veículo	apetrecho/equipamento/instrumento
via	artefato/estrada/caminho
viagem	travessia/traslado/deslocamento/movimento
viajante	alguém/indivíduo/alma/pessoa
vianda	comida
viatura	veículo
victimização	maltrato
vida	alguém/etapa/indivíduo/motivação/alma/necessidade/motivo/pessoa/intenção/tempo/período/existência/existência/organismo/experiência/ser
videira	traqueófitos
vidro	louça/sólida/sólido
vigia	designação/tarefa
vigor	força
vigília	guarda
vila	municipalidade/município/comunidade
vinda	acção/chegada/atividade/ato/ação
vindouro	tempo
vinho	álcoois/álcool
violência	agressão/hostilidade/intensidade
virada	conjuntura/ocasião/ponto
virtude	importância/valor/qualidade
visita	visitante/turista/viajante
visitante	visita/turista/viajante
visitação	visita
vistoria	inspecionar/examinar
visão	orientação
vitória	chegada/conclusão/resultado/fim/final/ocorrente/ocorrência/acontecimento
viveiro	prédio/edifício
viveirodeplantas	terras/fazenda
vivenda	morada/aposento/moradia/prédio/domicílio/residência/edifício/habitação/lar/casa
vizinhança	circunscrição/comarca/districto/distrito/território/domínio/comunidade
vizinho	alguém/indivíduo/alma/pessoa
vocação	comunidade/grupo
volta	chegada/vinda
vontade	faculdade/talento
votação	selecção/escolha/seleção
voto	comunidade/selecção/escolha/seleção/grupo
vovozinha	avós/avó/avô
vovó	avós/avó/avô
vovô	avós/avó/avô
voz	mensagem/comunicação/som
vulgo	população/gente/pessoal/povo
vácuo	região
vão	espaço/abertura
vértice	lugar
véspera	jornada/dia
víscera	órgão
zanga	abalo/comoção/emoção/sentimento
zona	área/região
ábside	nicho
água	infra-estrutura/instalação/líquido/coisa
álcool	álcoois
ápice	nível/fase/situação/condição/estado/grau
árbitro	alguém/indivíduo/alma/pessoa
área	regiões/região/matéria/tópico/assunto/tema/lugar
ático	pavimento/piso/andar
átomo	materiais/substância
âmbito	ambiente
ângulo	espaço
ângulos	espaço
ânimo	caráter/personalidade
ânsia	abalo/comoção/emoção/sentimento
ânus	anatomia
égua	equino/equídeo/ungulados
época	etapa/tempo/período
ética	motivação/necessidade/motivo/intenção
êxito	obtenção/realização
íman	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
ímã	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
índices	registro
índole	feição/peculiaridade
ódio	abalo/comoção/emoção/sentimento
óleo	lipido/lipídio/lípido/lípidos/gordura
ópio	narcótico
órgão	anatomia/agência/escritório/fragmento/parte
ósculo	contato/toque
óvulo	gameta/gâmeta
