aba	fronteira/limite
hardware	componente/parte
harmonizar	corresponder/combinar/concordar
hebraica	alguém/indivíduo/alma/pessoa
hebraico	alguém/indivíduo/alma/pessoa
hebreia	alguém/indivíduo/alma/pessoa
hebreu	alguém/indivíduo/alma/pessoa
hemisfério	região
hemípteros	artropode/artrópode/artrópodes
herbívoro	criatura/animal/besta/bicho/ser
hibridizar	reproduzir/criar
hidrófita	traqueófitos
hierarquizar	balizar/avaliar/julgar
himenópteros	insectos/insetos/hemípteros/insecto/inseto
hipotetizar	antecipar
hipótese	conceito/concepção/possibilidade/idéia/suposição/teoria/ideia
historieta	contas/reporte/relato/relatório
história	mensagem/tópico/assunto/conteúdo/contínuo
hobby	recreaçao/diversão
hoje	tempo
homem	alguém/alguém/indivíduo/indivíduo/alma/alma/humano/pessoa/pessoa/agrupação/conjunto/varão/varão/varão/macho/macho/macho/grupo
homemdenegócios	empresário
homicídio	termino/terminação/conclusão
hominídeo	primata/primatas
honestidade	moralidade/moral/virtude
hora	etapa/etapa/tempo/tempo/período/período/dado/instante/leitura/momento/segundo
horda	turba/montão/multidão
hormona	secreção
hormônio	secreção
hormônios	secreção
hortaliça	hortifruti/hortifruto
horticultura	agricultura/pecuária/cultivo
horto	campos
horário	intervalo/tempo
hospedar	abrigar/amparar
hospedaria	hotel
hospedeiro	organismo/ser
hostelalbergue	alojamento/abrigo/casa
hostilidade	acção/ódio/atividade/situação/ato/condição/estado/aversão/ação
hotel	prédio/edifício
humanidade	humano/agrupação/conjunto/grupo
humano	hominídeo
humilhar	magoar/ofender/provocar
humor	abalo/comoção/emoção/sentimento
hábito	costume/atividade/ocupação/costume/emprego
idade	etapa/etapa/tempo/tempo/período/período/atributo/época/época/propriedade/período/período
ideia	conceito/conceito/idéia/idéia/pensamento/pensamento/opinião/opinião/perspicácia/pensamento/opinião
identidade	temperamento/personalidade/pessoa/similardidade/semelhança
identificar	determinar
identificação	evidência/indicação
ideologia	orientação
idioma	mensagem/comunicação/linguagem/discurso/língua/faculdade/talento
idéia	conceito/pensamento/opinião
ignomínia	desonra/vergonha
ignorar	tratar/rejeitar
igreja	prédio/edifício/casadeoração/templo
igrejas	casadeoração/igreja/templo
igualar	modificar/alterar/mudar
ilha	chão/relevo/zona/solo/terra
iludir	victimizar/vitimar
iluminar	iluminar-se/alterar/mudar
iluminar-se	alterar/mudar
iluminação	situação/condição/estado
ilustração	afiguração/representação/criação/imagem/figura/desenho
imagem	afiguração/afiguração/representação/representação/criação/figura/figura/ilustração/ilustração/desenho/desenho
imaginar	causar/criar/provocar/fazer
imaginação	criatividade/criatividade
imaturidade	situação/condição/estado
imitar	assemelhar-se/assemelhar/reproduzir/parecer
imitação	atuação/representação/personificação/interpretação
imobiliária	possessão/propriedade
imoralidade	transgressão/transgressão
impactar	modificar/alterar/mudar
impedimento	acção/feito/edifício/tecido/estrutura/ato/ação
impedir	atrapalhar/evitar
imperfeição	situação/condição/estado
imperilar	existir/ser
implantar	fixar/prender
implementação	acção/feito/ato/ação
implemento	apetrecho/equipamento/instrumento/instrumento/ferramenta
importar	estar/ser
importação	bens/mercadoria/fazenda/produto/artigo/bem
importância	preços/preço/qualidade/qualidade
impossibilidade	inexistência
imposto	encargo/taxa
impostos	imposto
impotência	qualidade
improvisar	desempenhar/executar/fazer
impulsionar	deslocar/mover
impulso	propulsão/propulsão/impulsão/impulsão
impulsão	acção/feito/ato/ação/propulsão/propulsão
imputar	balizar/avaliar/julgar
imóvel	possessão/propriedade
incapacidade	cognição/noção/conhecimento/compreensão
incapacitar	modificar/alterar/mudar
inchar	expandir
incidente	ocorrente/ocorrência/acontecimento
incinerar	mudar
inclinar	debruçar/vergar/curvar/dobrar/torcer
inclinar-se	gesticular
inclinação	mudança
incluir	abarcar/conter/acrescer/somar/acrescentar/adicionar/considerar/achar/ver
incompatibilidade	característica/qualidade
incorrer	alterar/mudar
incumbir	ceder/entregar/passar/dar
incumbência	dever/obrigação
incêndio	ocorrente/ocorrência/acontecimento
indagar	comunicar/transmitir
indagação	pergunta/inquérito/questão
indenizar	pagar
independência	liberdade/vitória
indicar	informar/informar/informar/significar/contar/transmitir/passar
indicação	agouro/indício/mensagem/presságio/comunicação/sinal
indispor	modificar/alterar/mudar
indivíduo	causador/causa/organismo/organismo/ser/ser
industria	comercialismo/mercantilismo/comércio
indício	mensagem/comunicação
indústria	industria/empresa/negócio/comércio
inferir	solucionar/resolver
inflamação	sintoma
inflar	expandir
influenciar	impactar/afetar
influir	impactar/afetar
influência	consequência/conseqüência/efeito/resultado/fim/poder
informar	comunicar/transmitir
informação	cognição/colecção/coleção/noção/aglomeração/acúmulo/conhecimento/compreensão/mensagem/tópico/assunto/conteúdo/conhecimento
infortunado	alguém/indivíduo/alma/pessoa
infortúnio	problema/azar
infra-estrutura	artefato/estoque
infracção	crime/ofensa
infraestructura	estoque
infraestrutura	estoque
infração	crime/ofensa
infância	imaturidade/imaturidade/época/período
ingestão	atividade
ingresso	chegada/vinda
ingurgitar	ingerir/consumir/tomar
iniciar	discutir/causar/provocar/fazer
iniciação	início/começo/princípio
inimigo	população/gente/pessoal/povo
inimizade	ódio/situação/condição/estado/aversão
injustiçar	tratar
injúria	desfeita/conduta/ofensa/comportamento/maltrato
inocentar	pronunciar/rotular/julgar
inovação	criatividade/criatividade
inquérito	requerimento/requisição/solicitação/pedido/petição/investigação/apelo
inrijecer	alterar/mudar
inscrever	protocolar/registar/registrar
inscrição	documentos/ingresso/entrada
insecto	artropode/artrópode/artrópodes
insectos	artropode/artrópode/artrópodes
inseminar	modificar/alterar/mudar
inserir	anexar/juntar/unir
inseto	artropode/artrópode/artrópodes
insetos	artropode/artrópode/artrópodes
inspeccionar	inspecionar/examinar/ver
inspecionar	investigação/examinar/ver
inspeção	inspecionar/examinar
inspirar	comover/emocionar/estimular/excitar
instalar	botar/botar/pôr/pôr/colocar/colocar/carregar/carregar
instalação	infra-estrutura/artefato
instante	momento
institucionalizar	transferir/transmitir/trazer
instituição	associação/sociedade/união/organização/ordem/estabelecimento
instituto	associação/sociedade/união/organização/ordem
instruir	leccionar/lecionar/ensinar/impetrar/intimar/mandar/informar/ordenar
instrumentalista	intérprete
instrumentista	intérprete
instrumento	artefato/aparato/aparato/apetrecho/apetrecho/dispositivo/dispositivo/implemento/aparelho/aparelho/equipamento/equipamento/equipamento/equipamento/mecanismo/mecanismo/ferramenta/ferramenta/ferramenta
instância	ocorrente/ocorrência/acontecimento/informação/conhecimento
insucesso	acção/feito/ato/ação
insultar	magoar/ofender/provocar
insulto	desfeita/ofensa/injúria
insurreição	conflito/luta
intelecto	alguém/indivíduo/alma/pessoa
intelectual	alguém/indivíduo/alma/pessoa
inteligência	faculdade/capacidade/poder/habilidade/talento/talento
intensidade	grau
intensificar	acrescer/acrescentar/crescer/aumentar
intenção	conceito/conceito/meta/alvo/idéia/idéia/objectivo/pensamento/pensamento/opinião/opinião/mensagem/tópico/assunto/conteúdo
inter-relacionar	estar/ser
interagir	agir/atuar/fazer
interação	acção/atividade/ato/ação
intercessor	negociador
intercorrência	decisão
interesse	preocupação/curiosidade/curiosidade
interferencia	obstrução/impedimento/obstáculo
interferência	acção/feito/ato/ação
interior	região
intermediário	negociador/empresário
internar	transferir/transmitir/trazer
interpretação	atividade/ocupação
interrogatório	pergunta/inquérito/questão
interrogação	pergunta/inquérito/questão
interromper	encerrar/encerrar/encerrar/agir/atuar/suspender/finalizar/finalizar/finalizar/concluir/concluir/concluir/terminar/terminar/terminar/parar/fazer
interrupção	ocorrente/ocorrência/acontecimento/intervalo/tempo
interseção	conjunto
intervalo	ociosidade
intimidar	comover/emocionar/estimular/excitar
intolerância	atitude
intoxicante	entorpecente/droga/medicamento/remédio
intoxicar	comover/emocionar/estimular/excitar
introduzir	contar/falar/dizer/anexar/informar/juntar/unir
intérprete	artista
inundar	cobrir
invadir	assaltar/atacar
inventar	imaginar/pensar
invenção	criatividade/criatividade
inverno	sazão/estação/tempo/período
invertebrado	criatura/animal/besta/bicho/ser
invertebrados	criatura/animal/besta/bicho/ser
inverter	alterar/mudar
investigação	tarefa/trabalho
investimento	finança
investir	despender/gastar
invitação	missiva/carta/requerimento/requisição/solicitação/pedido/petição/apelo
involver	admitir/aceitar
invólucro	cobertura/capa
início	ocorrente/ocorrência/acontecimento/instante/começo/princípio/momento
ir	ocorrer/suceder/viajar/viajar/viajar/viajar/viajar/viajar/acontecer/caminhar/caminhar/caminhar/caminhar/caminhar/caminhar/andar/andar/andar/andar/andar/andar/passar/viajar/estar/estar/andar
ira	abalo/zanga/comoção/cólera/emoção/sentimento/raiva
irar	encolerizar/zangar/enraivecer
irmandade	estrato/classe
irmã	membro
irmão	amiga/amiga/camarada/camarada/conhecido/conhecido/amizade/amizade/amigo/amigo
ironizar	tratar
irradiar	parecer
irritar	agravar/exacerbar/piorar
isqueiro	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
itinerário	fronteira
itinerários	fronteira
janela	infra/estrutura/abertura
jardim	campos
jazer	estar/estar/ser
jazida	território/ambiente/região/área
jeito	efetuação/implementação/execução/realização
jejum	abstinência
jipe	auto/automóvel/viatura/carro/veículo
joalharia	ornamento/decoração
joalheria	ornamento/decoração
jogada	proeza/feito/façanha/realização
jogar	competir/concorrer/propulsar/propulsionar/uso/utilização/alinhar/apostar/impulsionar/tocar
jogo	certame/colecção/concurso/coleção/competição/aglomeração/torneio/acúmulo/partida/actividade/recreaçao/recreaçao/acção/diversão/diversão/atividade/atividade/atividade/ocupação/ocupação/componente/ação
jogos	actividade/acção/atividade/ação
jornada	etapa/tempo/período/travessia/viagem
jornal	publicação/edição/bens/jornalismo/imprensa/produto/produção
jornalista	autor/escritor
jovem	alguém/indivíduo/alma/pessoa/juvenil/menor
judeu	alguém/indivíduo/alma/pessoa
judia	alguém/indivíduo/alma/pessoa
juiz	alguém/funcionário/serventuário/indivíduo/alma/pessoa/adjudicator/árbitro
juizado	assembleia/assembléia
julgador	autoridade
julgamento	acção/feito/ato/ação
julgar	raciocinar/cogitar/refletir/pensar/balizar/computar/calcular/avaliar/declarar/considerar/achar/ver
juntar	unificar/unir/reunir
junção	composição/combinação/ligação
jurisdição	circunscrição/comarca/districto/distrito/território/domínio
jurisprudência	colecção/coleção/aglomeração/acúmulo
jurista	funcionário/serventuário/profissional/adjudicator/juiz/árbitro
justeza	honestidade/justiça
justificativa	circunstância/consideração
justificação	circunstância/consideração
justiça	moralidade/honestidade/moral/virtude
juvenil	alguém/indivíduo/alma/pessoa
juventude	etapa/tempo/período
juízo	acção/feito/ato/ação/perspicácia/pensamento/opinião
jóia	ornamento/decoração
júri	comunidade/comunidade/grupo/grupo
laborar	trabalhar
lacrimejar	chorar/choramingar
ladeira	elevação/formação
lado	superfície/superfície/região
ladrar	emitir/soltar/proferir/verbalizar/conversar/falar/dizer
lagarta	larva
lago	água
laje	bloco
lamentar	sentir/experimentar/afligir-se/magoar/sofrer
lança	implemento/instrumento/ferramenta
lançar	propulsar/propulsionar/deslocar/deslocar/mover/mover/impulsionar/tocar
lar	alojamento/domicílio/locação/residência/localização/abrigo/ponto/lugar/casa/casa
largar	alterar/deslocar/mover/mudar
largo	praça
larva	criatura/animal/besta/bicho/ser
lassidão	fraqueza
lata	contentor/contentor/contêiner/contêiner/recipiente/recipiente
latir	emitir/soltar
lauda	folhas/folha
lavar	assear/cuidar-se/purgar/limpar/limpar
lavar-se	lavar/limpar
lealdade	afeição/amor
leccionar	informar
lecionar	informar
legar	regalar/oferecer/entregar/dar
legenda	organização
legislatura	assembleia/assembléia
legião	turba/montão/multidão
legume	hortifruti/hortifruto
lei	colecção/conceito/coleção/aglomeração/concepção/idéia/acúmulo/ideia
leite	bebida/lacticínio/laticínio
leitura	datum/dado/informação
lembrar	legar/deixar/entregar/passar/dar/pensar
lembrar-se	legar/deixar/entregar/passar/dar
lenha	carburante/combustível
lente	órgão
lenço	pano
leque	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
ler	assinalar/compreender/compreender/indicar/entender/entender
lesar	aleijar/ferir/doer/machucar
lesionar	aleijar/ferir/doer/machucar
letargia	fraqueza
letra	grafema
letreiro	anúncio
leva	turba/montão/multidão
levantamento	propulsão/impulsão
levantar	botar/pôr/colocar/carregar/repousar/descansar/deslocar/mover
levantar-se	aprumar/tornar/virar/mudar
levar	deslocar/mover/estar/estar
liberalismo	independência/liberdade
liberar	ceder/entregar/passar/dar
liberdade	situação/condição/estado
licença	etapa/tempo/período
lidar	governar/reger/encetar/abordar/agir/agir/cuidar/atuar/atuar/guiar/iniciar/entregar/dar/fazer/fazer
liderança	líder/chefe/atividade/ocupação/capacidade/poder/habilidade/talento
liderar	dirigir/conduzir
liga	solução/mistura
ligar	fixar/prender/engatar/engajar
ligação	interação/conexão/apetrecho/formato/equipamento/forma/situação/situação/condição/condição/estado/estado/estado/estado/união/união/instrumento/conexão/conexão/relação/relação
limitar	reduzir/diminuir/refrear/refrear/controlar/controlar
limitação	aparato/dispositivo/alcance/aparelho/equipamento/mecanismo/instrumento/extensão/ferramenta
limite	fronteira/fronteiras/fronteiras/fronteiras/extremidade/extremidade/alcance/linha/extensão/fronteira/fronteira/fronteira
limpada	melhoramento/melhoria
limpar	modificar/modificar/modificar/alterar/alterar/alterar/esfregar/mudar/mudar/mudar/cuidar-se/retirar/retirar/lavar/remover/remover/tirar/tirar
limpeza	melhoramento/melhoria
linguagem	mensagem/mensagem/comunicação/comunicação/discurso/idioma/língua/faculdade/talento
linguística	ciência
lingüística	ciência/ciência
linha	texto/artefato/formato/forma/formação/fronteira
linhagem	agrupação/genealogia/conjunto/grupo
liquidar	matar/custear/pagar
lista	listagem
litoral	orla/costa/formação
liturgia	rito
litíase	rocha/pedra
livrar	ceder/entregar/passar/dar
livro	publicação/edição/bens/produto/produção
livros	bens/produto/produção
lixar	alisar
lixo	materiais
local	lugar
localidade	território/ambiente/região/área
localização	objeto
locação	objeto/gleba/terreno/região
locomoção	traslado/deslocamento/movimento
locução	idioma
logar	acessar
lograr	victimizar/vitimar
loja	shopping
lombo	anatomia
lotear	lidar/conceder/entregar
lousa	artefato/chapa/placa
louvar	medir/estimar/avaliar/enaltecer/elogiar
louça	artigo
lua	objeto/mês
luar	luz
lucrar	comprar/obter/adquirir/receber
lucro	custo
lugar	locação/localização/objeto/ponto/gleba/local/terreno/situação/função/região/papel/posição/posição
lustrar	aperfeiçoar/melhorar/embonecar/empetecar/embelezar
lustre	luminaria/luminária
luta	certame/concurso/competição/torneio/esforço/tentativa/combate/partida/batalha/jogo/boxe/pugilismo/empenho/conflito/esforço
lutar	brigar/disputar
luxo	abundancia/riqueza/poder
luz	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
lâmpada	alfaia/movéis/mobília/mobiliário/móvel/aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
lâmpadas	alfaia/movéis/mobília/mobiliário/móvel
lã	corda
líder	alguém/indivíduo/alma/chefe/pessoa
língua	mensagem/mensagem/comunicação/comunicação/linguagem/discurso/idioma/órgão/faculdade/talento
lípidos	lipido/lipídio/lípido/gordura
líquen	fungo/fungos
líquenes	fungo/fungo/fungos/fungos
líquido	líqüido/fluido
líqüido	matéria/substância/fluído
macho	alguém/criatura/animal/besta/bicho/indivíduo/alma/pessoa/ser
machucar	doer/indispor/aleijar/desconcertar/ferir/doer/perturbar/confundir
maconha	traqueófitos
macular	modificar/alterar/mudar
madame	mulher
madrugada	início/começo/princípio
magistrado	funcionário/serventuário/adjudicator/juiz/árbitro
magnete	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
magnitude	grandeza/grandeza/grandeza/número/número/número/atributo/preços/preço/propriedade/qualidade
magoar	sofrer
maioria	número
maioridade	número
maldade	transgressão
malha	têxteis/pano/tecido/fazenda
maltratar	tratar
maltrato	costume/hábito
mamífero	vertebrado
manar	deslocar/mover/mexer
mancar	caminhar/ir/andar
mancha	equívoco/simbolo/símbolos/aceno/emblema/engano/símbolo/falha/sinal/erro
manchar	modificar/alterar/mudar
mandamento	comando/ordem
mandar	transferir/transmitir/trazer
maneira	feição/peculiaridade/efetuação/implementação/atributo/conduta/procedimento/comportamento/execução/propriedade/realização
manejar	manusear/manusear/manipular/tocar
manequim	criado/ajudante/assistente/servidor
mangar	ironizar/menosprezar/zombar
manhã	etapa/tempo/período/início/começo/princípio
manifestar	apresentar/mostrar/transmitir/passar
manifestação	demo/demonstração
manipulador	causador/causa
manipular	manusear/tocar
manobra	operação/traslado/deslocamento/atividade/ocupação/passo/movimento/movimento
manobrar	governar/reger
mansarda	pavimento/piso/andar
manteiga	lacticínio/laticínio
manter	teimar/insistir/sentir/experimentar/reter/guardar/segurar/ter/ter/ter/desabilitar/desativar/incapacitar/estar/ser/considerar/entregar/achar/ver/dar
manufatura	industria/fábrica/usina/empresa/negócio/planta/comércio
manufaturar	inventar/pensar
manusear	manejar/manipular/tocar
mapa	afiguração/representação/imagem/figura/ilustração/desenho
maquiar	cuidar-se
maquilar	cuidar-se
maquinaria	máquina/aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
maquinário	maquinaria/máquina
mar	água
marca	simbolo/simbolo/símbolos/símbolos/aceno/aceno/emblema/emblema/símbolo/símbolo/sinal/sinal
marcador	número
marcadores	simbolo/símbolos/aceno/emblema/símbolo/sinal
marcar	modificar/alterar/limitar/restringir/conter/mudar/caracterizar/caraterizar/qualificar
marchar	caminhar/ir/andar
margem	fronteiras/fronteira/limite
marido	parente
marina	local/lugar/posição
martelar	forjar/transformar
mascar	ranger
mascarar	omitir/tampar/tapar/acobertar/ocultar/encobrir/esconder
massa	turba/montão/multidão/agrupação/divisa/conjunto/moeda/dinheiro/grupo
massacrar	matar/matar
mastigar	ranger
mata	flora/vegetação/chão/relevo/solo/terra
matacão	rocha/pedra
matematica	ciência
matemática	ciência
materiais	informação/substância
material	equipamento/informação/ferramenta
materializar	ocorrer/suceder/acontecer/passar
matiz	tez/cor
matricula	ingresso/entrada
matrícula	ingresso/entrada
matéria	mensagem/tópico/assunto/conteúdo
matéria-prima	materiais
maçã	fruta
meandrar	estar/ser
mecanica	desempenho/performance/execução/realização
mecanismo	desempenho/performance/execução/realização/aparato/apetrecho/dispositivo/aparelho/equipamento/equipamento/instrumento/instrumento/ferramenta
mediador	negociador
mediação	estado-maior/pessoal
medicamento	entorpecente/droga/remédio/remédio
medida	grandeza/magnitude/número/atividade/ocupação
medir	resolver/decidir/balizar/avaliar/estar/ser/julgar
medição	atividade/ocupação
medo	abalo/comoção/consternação/emoção/sentimento/temor/terror/ânsia/ansiedade/preocupação
megalomania	psicopatia/psicopata
meio	efetuação/implementação/região/execução/realização
meio-dia	hora
melhorar	aperfeiçoar/modificar/alterar/mudar/perfazer/aperfeiçoar/tornar/virar/mudar
melhoria	componente/parte/transmutação/transformação/mudança
melodia	texto
membro	associado
memória	faculdade/talento
mencionar	associar/conectar/relacionar
menina	fêmea
menininha	fêmea
menino	descendência/criança/descendente/filho/filho/juvenil/menor/jovem/rapaz/varão/varão/varão/macho/macho/macho/homem/homem/homem
meninota	fêmea
menor	alguém/indivíduo/alma/pessoa
menosprezar	tratar/rejeitar
mensagem	comunicação/comunicação/abstração
mensurar	resolver/decidir/exprimir/transmitir
mensuração	atividade/ocupação
mentalidade	atitude
mente	cognição/noção/conhecimento/compreensão
mentir	desinformar/enganar
mento	traço
mercado	estrato/classe/atividade/ocupação
mercadoria	produto/artigo/artefato/bens/fazenda/produto/artigo/bem
mercantilismo	transação
merecimento	importância/valor
mesa	alfaia/alfaia/movéis/movéis/mobília/mobília/mobiliário/mobiliário/móvel/móvel
mesclar	amalgamar/unificar/misturar
mestre	autoridade
meta	capacidade/poder/habilidade/talento
metade	componente
meter	acasalar/copular
metodo	habilidade
metro	aparelho/instrumento/ferramenta
metrópole	municipalidade/município
metrópoles	municipalidade/município
mexer	deslocar/deslocar/mover/mover
micetes	fungo/fungos
microorganismo	organismo/ser
microrganismo	organismo/ser
migração	traslado/deslocamento/movimento
mimar	tratar
mimosear	tratar
minar	explorar
minarete	torres/roque/torre
mineral	materiais
minerar	explorar
minimizar	reduzir/diminuir
ministro	executivo
ministério	prédio/edifício
minérios	materiais
mirada	orientação
mirar	checar/conferir
miscelanea	colecção/coleção/aglomeração/acúmulo
misericórdia	socorro/ajuda/assistência
missiva	texto/documento
missão	organização/designação/tarefa
mistura	colecção/coleção/aglomeração/acúmulo/substância
misturar	modificar/alterar/mudar/amalgamar/amalgamar/acrescer/somar/unificar/unificar/acrescentar/adicionar/mudar
mitologia	colecção/colecção/coleção/coleção/aglomeração/aglomeração/acúmulo/acúmulo
mobiliar	prover/abastecer/fornecer/suprir
mobiliário	apetrecho/mobília/equipamento/móvel/instrumento
mobília	apetrecho/mobiliário/equipamento/móvel/instrumento
mocinha	fêmea
modalidade	feição/peculiaridade
modelar	modificar/moldar/alterar/forjar/formar/mudar/confeccionar/fabricar/construir
modelo	criado/líder/ajudante/assistente/chefe/servidor/afiguração/representação/imagem/figura/ilustração/desenho
modificação	ocorrente/ocorrência/acontecimento/mudança
modo	efetuação/implementação/conduta/procedimento/comportamento/maneira/execução/realização
moeda	cobre/cobre/divisa/divisa/dinheiro/dinheiro
moer	fragmentar
mofo	fungo/fungos
mohair	têxteis/pano/tecido/fazenda
moinho	maquinaria/maquinário/máquina
moinhos	maquinaria/maquinário/máquina
moldar	forjar/modelar/modelar/formar/formar/confeccionar/fabricar/construir
molde	contentor/contêiner/recipiente
molhar	modificar/alterar/mudar
molho	condimento
molusco	invertebrados/invertebrado
moluscos	invertebrados/invertebrado
molécula	unidade
momento	etapa/etapa/tempo/tempo/período/período/instante
monstro	mutante/mutantes/mutação
montanha	elevação/elevação
montanhas	elevação/elevação
montante	soma/quantidade/número
montar	ascender/viajar/caminhar/ir/andar/subir/acasalar/copular
monte	colecção/coleção/aglomeração/edifício/tecido/acúmulo/estrutura/elevação/elevação
montão	colecção/coleção/aglomeração/acúmulo/reunião
montículo	projeção
monumento	edifício/tecido/estrutura
monumentos	edifício/tecido/estrutura
morada	alojamento/abrigo/casa
moradia	alojamento/alojamento/abrigo/abrigo/casa/casa
morador	alguém/indivíduo/alma/pessoa
morais	motivação/necessidade/motivo/intenção
moral	motivação/necessidade/motivo/intenção/qualidade
moralidade	motivação/necessidade/motivo/intenção/qualidade
morar	povoar/habitar/viver/estar
morder	agarrar/segurar
mordiscar	papar/comer/agarrar/segurar
morfina	analgésicos/analgésico
morrer	tornar/virar/mudar
morro	elevação
morte	alteração/modificação/variação/mudança/termino/terminação/situação/conclusão/condição/estado
mortificar	magoar/ofender/provocar
mostra	instância/exemplo/representante
mostrar	expor/exibir/apresentar/assinalar/informar/informar/informar/apresentar/apresentar/indicar/transmitir/passar
mostrar-se	surgir/aparecer
mota	moto/motocicleta/moto/motocicleta
motivo	conceito/idéia/pensamento/opinião
moto	mota/motocicleta
motocicleta	moto/mota/moto/mota
motor	maquinaria/máquina/motores
motores	maquinaria/máquina/motor
mouse	roedor
movimento	ocorrente/ocorrência/acontecimento/decisão/situação/condição/estado/resolução/mudança
movéis	mobília/mobiliário/móvel
moça	mulher/fêmea
moço	varão/varão/macho/macho/homem/homem
mudança	alteração/alteração/modificação/modificação/variação/variação/ocorrente/ocorrência/acção/acontecimento/atividade/ato/ação
mudar	substituir/vestir-se/arrumar-se/alterar/alterar/alterar/vestir
mulher	cónjuge/consorte/cônjuge/esposa/esposo/marido/companheiro/estrato/classe/fêmea
mulherio	estrato/classe
multidão	turba/turba/turba/montão/montão/montão/reunião
mundo	humano/população/gente/pessoal/povo/agrupação/conjunto/experiência/grupo
municipalidade	reunião
município	reunião
munição	apetrecho/armamento/equipamento/arma/instrumento
muralha	divisória/paredes/parede
murmurar	proferir/proferir/proferir/verbalizar/verbalizar/verbalizar/conversar/conversar/conversar/falar/falar/falar/dizer/dizer/dizer
muro	divisória/paredes/parede
mus	roedor
musico	artista
mutante	organismo/ser
mutantes	organismo/ser
mutação	organismo/ser
mácula	equívoco/engano/falha/erro
mágoa	tristeza/tristeza/pesar/pesar
máquina	maquinaria/aparato/dispositivo/motores/aparelho/equipamento/mecanismo/motor/instrumento/ferramenta
máscara	cobertura/capa
mãe	genitor/progenitor/pai/genitor
mão	colecção/auxílio/coleção/socorro/aglomeração/ajuda/acúmulo/assistência
mão-de-obra	tarefa/trabalho
médico	profissional
mérito	importância/valor
método	habilidade/habilidade
métodos	habilidade
mês	etapa/tempo/período
mídia	apetrecho/equipamento/instrumento
mímica	imitação/personificação
móvel	apetrecho/mobília/mobiliário/equipamento/instrumento
música	atividade/ocupação
músico	artista/artista/intérprete
nadar	viajar/viajar/caminhar/caminhar/ir/ir/andar/andar
naipe	ornamento
nalga	anatomia
narcótico	entorpecente/droga/medicamento/remédio
narrar	informar
narrativa	mensagem/tópico/assunto/conteúdo
narração	mensagem/tópico/assunto/conteúdo
nascente	formação/lugar
nascer	tornar/virar/mudar
nascimento	alteração/modificação/variação/mudança
nata	lacticínio/laticínio
natureza	feição/peculiaridade/qualidade
naufragar	descer/baixar/cair
nação	população/população/gente/gente/pessoal/pessoal/povo/povo
nebulosa	colecção/coleção/aglomeração/acúmulo
necessidade	carência
necessitar	estar/ser
negar	reter/guardar/segurar/manter
negligência	equívoco/engano/falha/erro/insucesso/falha
negociador	comunicador
negociante	empresário
negociação	negócio/debate/discussão
negócio	comercialismo/mercantilismo/comércio
nenê	criança/filho/menino
neoplasia	tumores
neutralizar	matar
nevada	precipitação
neve	precipitação
nivelar	alterar/mudar
noitada	etapa/etapa/tempo/tempo/período/período
noite	etapa/etapa/etapa/etapa/tempo/tempo/tempo/tempo/período/período/período/período/jornada/dia
nojo	aversão
nome	antenome/prenome
nomear	rotular/classificar
nomeação	decisão/resolução
norte	curso
nostalgia	anelo/saudade/anseio/desejo
notícia	informação
notícias	informação/informação
numeral	simbolo/símbolos/aceno/emblema/símbolo/sinal
numerário	cobre/divisa/moeda/dinheiro
nupcias	rito/ritual
nutriente	comida/alimento
nutrição	nutriente/comida/alimento
nádega	anatomia
nádegas	anatomia
náusea	nojo/asco/repugnância/abominação/repulsa/aversão/aversão
não-ficção	prosa
nível	situação/condição/estado
número	simbolo/símbolos/conceito/aceno/emblema/concepção/grandeza/soma/símbolo/idéia/quantidade/magnitude/ideia/sinal/sinal/atributo/atuação/periódico/revista/quantidade/jornal/propriedade
objetivo	meta/alvo/objectivo/intenção
obra	bens/produto/produção
obrigar	compelir/induzir/forçar
obrigação	tarefa/trabalho
observar	checar/conferir
observação	afirmação/declaração
obstrução	edifício/tecido/estrutura/interferência/atrapalhação/impedimento/manobra
obstáculo	edifício/tecido/estrutura/obstrução/obstrução/obstrução/obstrução/obstrução/impedimento/impedimento/impedimento/impedimento/impedimento/dificuldade/problema
obtenção	feito/conquista/façanha/realização
obter	comprar/comprar/adquirir/adquirir/receber/receber/alterar/conseguir/suceder/atingir/mudar
ocasionar	causar/provocar/fazer
ocasião	ocorrente/ocorrente/ocorrência/ocorrência/acontecimento/acontecimento
ociosidade	acção/feito/ato/ação
ocorrente	acontecimento/evento/fato
ocorrer	suceder/acontecer/passar
ocorrência	ocorrente/acontecimento/acontecimento/evento/fato
ocultação	atividade/ocupação
ocupar	assaltar/interessar/atacar
ocupação	acção/feito/ato/ação
odontólogo	médico
odor	atributo/percepção/propriedade
ofender	magoar/provocar
ofensa	desfeita/conduta/comportamento/injúria/transgressão
ofensiva	manobra/operação
oferecer	agir/atuar/entregar/dar/fazer
oficial	militar
oficiar	exercer/servir
oficina	laboratório/emprego/trabalho
olhada	percepção
