1940s	decênio/década
planeta	astro/astro/estrela/estrela
planetesimal	astro/estrela
planetário	prédio/edifício/esquema/modelo
planetários	esquema/modelo
plano	projecto/projecto/projecto/projecto/conceito/foto/programação/programação/programação/programação/retrato/idéia/pensamento/fotografia/projeto/projeto/projeto/projeto/imagem/imagem/opinião/figura/ilustração/intenção/intenção/intenção/intenção/programa/programa/programa/programa/desenho/formato/forma/estrutura/sistema/organização/ordem
planos	programa
planta	foto/retrato/fotografia/imagem/imagem/figura/ilustração/desenho/organismo/ser
plantago	erva
plantação	terras/fazenda
plantações	posicionamento/colocação
plantel	prédio/edifício
plantio	terras/fazenda
plantígrado	mamífero/mamífero
planície	chão/relevo/solo/terra/campanha
planícies	planície/campanha
planímetro	metro
plaqueta	proto-plasma/proto-plasma/protoplasma
plaquetas	proto-plasma/proto-plasma/protoplasma
plastico	sólida/sólido
platelminto	verme
platelmintos	verme
platyhelminthes	verme
plebeu	alguém/indivíduo/alma/pessoa
plebiscito	votação
plectro	aparato/aparato/dispositivo/dispositivo/aparelho/aparelho/equipamento/equipamento/mecanismo/mecanismo/instrumento/instrumento/ferramenta/ferramenta
plenitude	atributo/propriedade
plissado	dobra
plotter	aparelho/instrumento/ferramenta
pluralismo	doutrina/filosofia
plágio	documentos
plástico	sólida/sólido
plásticos	sólida/sólido
plátano	verdura/hortaliça/legume/vegetal
plâncton	organismo/ser
pneu	arco
pneumonite	inflamação
pneumotórax	anormalidade
pobres	população/gente/pessoal/povo
pobreza	população/gente/pessoal/povo/empobrecimento/miséria
pocilga	curral
pocilgas	curral
poder	causador/cognição/influência/noção/conhecimento/causa/compreensão/força/situação/condição/estado/qualidade
podocytisus	arvoreta/arbusto/mato/moita
podzol	solo/terra
podómetro	metro
podômetro	metro
poeira	materiais
poente	hemisfério/hora
poesia	linguagem/discurso/língua/estilo
poeta	autor/escritor/poetas/poetisa
poetas	autor/escritor
poetisa	autor/escritor/poetas/poeta
pogrom	perseguição
poilu	soldado/militar
poiquilotérmico	criatura/animal/besta/bicho/ser
polaco	europeu
polder	solos/solo/terra
polders	solos/solo/terra
polegar	dedo
poleiro	encosto/apoio/assento/suporte/cadeira/lugar
polia	máquina
policial	polícia/polícia/agente/agente/guarda/guarda
polidez	acção/atividade/ato/ação
polidipsia	sede
poliedro	sólida/sólido
poliedros	sólida/sólido
poliester	têxteis/pano/tecido/fazenda
polifonia	música
poligamia	conúbio/matrimónio/matrimônio/casal/casamento
poliglota	alguém/indivíduo/alma/pessoa
polihidrâmnio	anormalidade
polinizador	insectos/insetos/hemípteros/insecto/inseto
polinizadores	insectos/insetos/hemípteros/insecto/inseto
polinómio	função
polinómios	função
polinômio	função/função
polipropileno	plastico/plásticos/plástico
politiburo	junta/comissão/comité/comitê
poliéster	plastico/plásticos/têxteis/pano/plástico/tecido/fazenda
polo	camisa
polonesa	vestido
polonio	metal/metais/metais
polonês	europeu
poltrona	assento/cadeira
polucita	minérios/mineral
poluentes	lixo/resíduo
poluição	contaminação
polynia	água
polyplacophora	molusco/moluscos
polémica	querela/controvérsia/discordância/disputa/discussão
polêmica	querela/controvérsia/discordância/disputa/discussão
polícia	policial/agente/guarda/estação/posto
polínia	água
política	argumentação/raciocínio/profissão/programa
político	líder/líder/chefe/chefe
polónio	metal/metal/metais/metais/metais/metais
polônio	metal/metais/metais
pomada	terapia/medicamento/remédio
pomar	horto/horto/jardim/jardim
pomo	fruto/fruta
pompa	elegância
ponta	atleta/desportista/tomo/convexidade/secção/porção/fim/fim/pedaço/final/final/parte
pontapé	porrada/golpe
pontaria	meta/técnica/habilidade/talento/propulsão/impulsão
ponte	edifício/tecido/estrutura
ponteiro	atleta/desportista/marco/ponto
ponto	articulações/criado/ajudante/assistente/objeto/articulação/servidor/região/área/ocorrente/ocorrência/fator/acontecimento/disco/componente/parte
ponto-cego	matéria/tópico/assunto/tema
pontuação	agrupamento/agrupamento
popa	dorso/reverso/verso/costas
popping	ruído/som
popularidade	qualidade
população	gente/pessoal/povo/agrupação/agrupação/agrupação/conjunto/conjunto/conjunto/grupo/grupo/grupo
populismo	doutrina/doutrina/filosofia/filosofia
popô	anatomia
porca	bloco
porco	vianda/carne/artiodáctilos/artiodátilos/artiodátilo/ungulados
porco-da-terra	mamífero
porco-espinho	roedor
porco-formigueiro	mamífero
porfirina	pigmentos/pigmento
porifera	invertebrados/invertebrado
pornografia	criação
pornógrafo	divulgador/promoter/empresário
pornô	criação
porongo	garrafa/biberão/botelha/frasco/garrafa
porquinho-mealheiro	contentor/contêiner/recipiente
porquê	explanação/explicação
porrada	golpe
porrete	clava/bastão/pau/vara
porro	verdura/hortaliça/legume/vegetal
porta	aposento/quarto/sala/abertura
porta-voz	proponente/defensor/advogado/representante
portada	frente
portador	turista/viajante
portaria	assalariado/empregado/operário
porte	taxa/preço/custo
porteiro	guarda
português	europeu
portão	aposento/quarto/sala
porvir	tempo
porão	pavimento/piso/andar
porção	objeto/atribuição/conexão/fragmento/pedaço/relação
porífera	invertebrados/invertebrado
pose	certeza/segurança
posicionamento	atividade/ocupação
positivismo	qualidade
posição	atitude/item/atitude/atitude/orientação/postura/postura/local/local/situação/condição/estado/função/posto/conexão/papel/relação/lugar/lugar/lugar/lugar/lugar/lugar
posse	controlo/início/começo/conexão/controle/relação
possessão	circunscrição/comarca/districto/distrito/território/propriedade/domínio/controlo/posse/conexão/propriedade/controle/relação/bem
possibilidade	intercorrência/opção/conceito/alternativa/concepção/eleição/escolha/idéia/ideia/existência/existência/ser
possuidor	alguém/indivíduo/alma/pessoa
post-scriptum	texto/texto
poster	anúncio
posto	hierarquia/infra-estrutura/instalação/classe/posição/local/estação/lugar/posição
postulação	mensagem/tópico/assunto/conteúdo
postura	atitude/atitude/posição
potassio	metal/metais/metais
pote	vasilhame/vasilha/vaso/conteúdo
potencia	poder
potenciabilidade	possibilidade/chance
potencial	possibilidade/chance
potencialidade	habilidade
potentado	alguém/indivíduo/alma/pessoa
potpourri	colecção/coleção/aglomeração/acúmulo
potro	macho
potássio	metal/metais/metais
potência	força/poder
pouco	era/época/fragmento/fragmento/momento/pedaço/pedaço/tempo/período
poupador	amo/possuidor/dono/proprietário
poupante	amo/possuidor/dono/proprietário
pouquinho	era/época/momento/tempo/período
pousada	hotel
pouso	chegada/vinda
povo	humano/população/população/população/população/gente/gente/gente/gente/pessoal/pessoal/pessoal/pessoal/família/agrupação/agrupação/agrupação/agrupação/agrupação/conjunto/conjunto/conjunto/conjunto/conjunto/reunião/grupo/grupo/grupo/grupo/grupo
povoado	municipalidade/município/comunidade
povos	população/gente/pessoal/povo
poça	água
poço	passagem
poção	bebida
pracinha	militar
pradaria	gleba/terreno/região
prado	terreno/campo/gleba/terreno/região
prados	terreno/campo
praga	fitopatologia
pragmática	lingüística/linguística/lingüística
praia	atividade/ocupação/formação
pralina	bebida
prancha	tábua/lousa/quadro
prancheta	laje/placa
pranto	cantiga/canção/atividade
praseodimio	metal/metais/metais
praseodímio	metal/metais/metais
prata	condutor/louça/moeda
prateleira	encosto/encosto/apoio/apoio/suporte/suporte/infra/estrutura
prateleiras	alfaia/movéis/mobília/mobiliário/móvel
praticante	profissional
prato	contentor/contêiner/alimentação/alimentação/nutriente/nutriente/nutrição/nutrição/comida/comida/recipiente/conteúdo/alimento/alimento
praxe	efetuação/implementação/execução/realização
praxis	efetuação/implementação/execução/realização
prazer	alegria/atividade/ocupação
prazo	etapa/etapa/continuidade/data/duração/dia/tempo/tempo/período/período/instante/momento
praça	gleba/terreno/região
pre-adolescente	juvenil/menor/jovem
precariedade	qualidade
precedente	instância/exemplo/representante
precedência	atividade/ocupação
preceito	doutrina/filosofia/norma/prescrição/regra
precipitação	traslado/deslocamento/movimento
precipício	alcantilado/penhasco/falésia/vão/fenda
precisão	qualidade
preconceito	intolerância
precursor	alguém/indivíduo/alma/pessoa
predadores	criatura/animal/besta/bicho/ser
predicado	abstração
predileção	afeição
predisposição	tendência
predição	afirmação/declaração
predominância	ascendencia/dominancia/superioridade/controle/domínio
preempção	direito
prefeita	prefeito
prefeito	político
prefeitura	hall/salão/cargo/posto/posição
preferida	selecção/escolha
preferido	selecção/escolha
preferência	intercorrência/opção/alternativa/eleição/escolha/predominância/vantagem/benefício/direito/afeição
prega	dobra
pregação	discurso
pregoeiro	broker/corretor/intermediário
prejuízo	alteração/dano/desvantagem/estrago/avaria/modificação/variação/perda/mudança/custo
preleção	discurso
preliminares	transa/sexo
prelúdio	música
prematuridade	imaturidade
prenome	antenome/antenome/nome/nome
prensa	maquinaria/máquina
prensada	empurrão/impulsão/impulso
prensagem	porção/parte
preocupação	abalo/comoção/conceito/emoção/sentimento/idéia/pensamento/opinião/dor-de-cabeça/ânsia/ânsia/ansiedade/ansiedade/interesse
preparador	alguém/indivíduo/alma/pessoa
preparação	ideia/atividade/atividade/ocupação/ocupação/situação/condição/estado
preponderância	número
prepúcio	pele/pele/pele/pele
prerrogativa	direito
presa	criatura/animal/besta/bicho/ser
presbitério	prédio/edifício
prescrição	leis/lei
presente	dádiva/dádiva/brinde/brinde/dom/dom/doação/doação/aquisição/tempo/tempo
presença	espírito/alma/fantasma/existência/existência/ser
preservação	protecção/proteção
presidente	líder/chefe/executivo
presidência	cargo/posto/posição
preso	desafortunado/desventurado/infortunado
pressa	rapidez/velocidade
pressentimento	ânsia/ansiedade/preocupação
pressuposição	possibilidade/suposição/teoria/hipótese
presságio	mensagem/comunicação/experiência
pressão	empurrão/impulsão/impulso
prestação	pagamento/início/começo/recompensa
prestidigitador	intérprete
presunção	pressuposição/auto-estima/orgulho/suposição/hipótese
presépio	afiguração/representação/imagem/figura/ilustração/desenho
pretendente	alguém/indivíduo/alma/pessoa
pretensão	apetite/anseio/desejo
pretor	magistrado/jurista/juiz
pretérito	tempo
prevalência	taxa/razão/proporção/número
prevaricação	delito/transgressão
preventivo	terapia/medicamento/remédio
prevenção	interferência/atrapalhação/impedimento
previsibilidade	certeza
previsão	raciocinio/razoamento/argumentação/raciocínio/afirmação/declaração/compreensão
preço	importância/importância/valor/valor/gastos/gastos/gastos/custos/custos/custos/preços/preços/custo/custo/custo/qualidade/qualidade
preços	importância/valor/gastos/custos/preço/preço/custo/qualidade
prima	parente
primata	mamífero
primatas	mamífero
primavera	sazão/estação/tempo/período
primeiro	hierarquia/posto/classe/posição
primo	parente/número
primogênita	descendência/descendente/filho
primogênito	descendência/descendente/filho
primor	belo/beleza
primário	colégio/escola
princesa	esposa/mulher
principado	hierarquia/posto/classe/posição/domínio
princípio	ocorrente/ocorrência/acontecimento/norma/instante/prescrição/início/lei/começo/regra/momento
prion	partículas/partícula
prisioneiro	desafortunado/desventurado/infortunado
prisma	poliedro/poliedros
prisão	penalização/penalidade/punição/castigo/situação/condição
privação	desvantagem/pobreza/empobrecimento/miséria/pobreza
privilegios	jurisdição
privilégio	predominância/vantagem/benefício/direito/direito
proa	frente
probabilidade	qualidade
probenecida	medicamento/remédio
problema	dificuldade/obstáculo/dor-de-cabeça/ocorrente/ocorrência/acontecimento/preocupação/dificuldade/obstáculo
proboscídeos	mamífero
procarionte	organismo/ser
procariontes	organismo/ser
procariotas	organismo/ser
procedimento	feição/peculiaridade/atividade/ocupação/tarefa/trabalho
procedência	raiz/nascente/fonte/lugar
processador	hardware
processo	atividade/ocupação
procissão	colecção/coleção/aglomeração/acúmulo/gênese/iniciação/sucessão/origem/começo
proclamação	afirmação/declaração
procrastinador	alguém/indivíduo/alma/pessoa
procrastinação	retardar/atraso/adiar
procriação	transa/sexo
proctite	inflamação/inflamação
procura	busca/atividade/investigação/ocupação/pesquisa/buscar/procurar
procurador	jurista/advogado/agente
procuradora	agente
procurar	atividade/ocupação
prodigo	consumidor
produto	química/consequência/conseqüência/soma/substância/efeito/quantidade/resultado/fim/número/artefato/bens/bens/todo/mercadoria/unidade/criação/fazenda/produção/artigo/bem
produtor	creador/fazedor/criador/criativo/causa
produtores	creador/criador/criativo
produtos	soma/quantidade/número
produção	indústria/manufatura/acção/feito/ato/ação/bens/bens/bens/bens/criação/produto/produto/produto/produto
prodígio	criança/jovem/menino
proeminência	importância/magnitude
proeza	feito/conquista/façanha/realização/feito/façanha/realização
prof	educacionista/pedagogo/educador
prof.	educacionista/pedagogo/educador
professor	autoridade/abstracção/educacionista/educacionista/educacionista/pedagogo/pedagogo/pedagogo/abstracto/educador/educador/educador/abstrato/acadêmico
profiláctico	terapia/medicamento/remédio
profilático	terapia/medicamento/remédio
profissão	atividade/ocupação
profiterole	pastel/pastel
profiteroles	pastel
profundeza	alcance/região/extensão
profundidade	alcance/extensão
progenitor	antecessor/ancestral/antepassado/genitor/organismo/ser
progenitora	genitor/progenitor/pai/mãe
progeria	anormalidade/anormalidade
prognóstico	afirmação/declaração
programa	listagem/projecto/projecto/software/conceito/lista/programação/programação/idéia/pensamento/emissão/informação/projeto/projeto/opinião/intenção/intenção/plano/plano/sistema
programa-fonte	programa
programa-objecto	programa
programador	engenheiro
programação	conceito/idéia/pensamento/opinião/escrita
progressismo	ideologia
progresso	avanço/desenvolvimento/transmutação/evolução/progressão/transformação/mudança
progressão	traslado/deslocamento/sequência/série/movimento
proibição	acta/decreto/leis/lei
projecto	conceito/idéia/pensamento/opinião
projecção	afiguração/representação/imagem/figura/ilustração/desenho
projeto	projecto/projecto/projecto/conceito/programação/programação/programação/idéia/pensamento/opinião/intenção/intenção/intenção/programa/programa/programa/plano/plano/plano/tarefa/trabalho
projeção	edifício/tecido/estrutura/afiguração/convexidade/representação/imagem/figura/ilustração/desenho
projéctil	armamento/arma
projétil	armamento/arma
prolação	idioma
prole	criatura/animal/besta/bicho/ser
proletariado	estrato/classe
proliferação	incremento/ontogenia/ontogénese/acréscimo/crescimento/crescimento/aumento
promessa	afirmação/declaração
promiscuidade	transa/transa/sexo/sexo
promontório	elevação
promoter	booker
promotor	funcionário/serventuário/jurista/jurista/jurista/advogado/advogado/advogado
promoção	mensagem/tópico/assunto/conteúdo/mudança
promulgação	afirmação/declaração
promécio	metal/metais/metais
pronação	rotação
prontidão	situação/condição/estado
pronuncia	idioma
pronunciamento	asserção/asserção/declaração/declaração
pronunciação	idioma
pronúncia	idioma
propaganda	informação/informação/mensagem/tópico/assunto/conteúdo
propagandista	comunicador
propano	carburante/combustível/gás
proparoxítona	verbo/vocábulo/termo/palavra
propedêutica	aula/aula/curso/curso
propensão	tendência
propil	radical
proponente	alguém/indivíduo/alma/pessoa
proporcionalidade	taxa/taxa/razão/razão/proporção/proporção
proporção	espaçamento/grandeza/soma/quantidade/magnitude/número/número/posição/contrapeso/equilíbrio
proposição	proposta/afirmação/declaração
proposta	mensagem/tópico/assunto/conteúdo
propriedade	conceito/concepção/idéia/possessão/ideia/abstração/controlo/atributo/predicado/posse/característica/conexão/conexão/qualidade/controle/relação/relação/bem
proprietária	dono/proprietário
proprietário	alguém/homemdenegócios/indivíduo/empresário/negociante/alma/comerciante/possessão/pessoa/propriedade
propulsão	acção/feito/ato/ação/força
propósito	meta/alvo/objectivo/intenção
prorrogação	etapa/tempo/período
proscrito	estrangeira/estrangeiro
proscrição	rejeição
prospecção	disciplina/campo/domínio
prosseguimento	atividade/ocupação
prossímio	primata/primatas
prostatite	inflamação
prostituta	mulher
prostíbulo	prédio/edifício
protactinio	metal/metais/metais
protactínio	metal/metais/metais
protecionista	proponente/defensor/advogado/representante
protectorado	circunscrição/comarca/districto/distrito/território/domínio
protecção	atividade/ocupação/proteção/capa
protelação	termino/terminação/conclusão
proteoma	proteina/proteína/proteínas/proteínas
protesto	objeção/violência/força/resistência
protetorado	circunscrição/circunscrição/comarca/comarca/districto/districto/distrito/distrito/território/território/domínio/domínio/cargo/posto/posição
proteção	combate/batalha/cobertura/atividade/ocupação/segurança/capa/capa
protista	microorganismo/microrganismo
proto-plasma	substância/substância
protocolo	norma/prescrição/regra
protoctista	microorganismo/microrganismo
protoplasma	substância
protoplasto	anatomia
prototista	microorganismo/microrganismo
protozoário	filo/filo/protoctista/prototista
protozoários	filo/filo
protuberância	projeção
prova	exame/informação/teste
provedor	empresário
proveito	predominância/vantagem/benefício
proveniência	procedência/raiz/nascente/fonte
providência	tutela/cuidado
provimento	atividade/ocupação
provisionador	provedor/fornecedor
provisão	estoque/estoque
provisões	nutriente/comida/alimento
provitamina	hidrocarboneto
provérbio	locução/locução/locução/ditado/ditado/ditado/expressão/expressão/expressão/idioma/idioma/idioma/idioma
provérbios	locução/provérbio/ditado/expressão/idioma
proximidade	cercania/distância/anexo/bairro/distância/vizinho/vizinhança
prudência	sagacidade/sapiência/sabedoria/sensatez
prática	treinamento/treino/preparação/uso/utilização
práxis	efetuação/efetuação/implementação/implementação/execução/execução/realização/realização
pré-história	etapa/tempo/período
pré-molar	dentes/dente
pré-requisito	dever/responsabilidade/obrigação
prédica	discurso
prédio	edifício/tecido/estrutura/reunião
prémio	simbolo/simbolo/símbolos/símbolos/dádiva/aceno/aceno/brinde/dom/emblema/emblema/símbolo/símbolo/doação/presente/sinal/sinal
prêmio	simbolo/símbolos/dádiva/galardão/aceno/brinde/dom/emblema/prémio/símbolo/doação/presente/sinal
prêmios	simbolo/símbolos/aceno/emblema/símbolo/sinal
prêt-à-porter	vestimenta/vestuário/traje/roupa/vestido
prímula	erva
príon	partículas/partícula
prótio	átomo/átomo
pseudofruto	fruto/fruta
pseudofrutos	fruto/fruta
pseudónimo	antenome/antenome/antenome/prenome/prenome/prenome/nome/nome/nome
pseudónimos	antenome/prenome/nome
pseudônimo	antenome/antenome/prenome/prenome/nome/nome
psi	caracter/caractér/carácter/letra
psicofisiologia	psicologia
psicologia	ciência
psicometria	psicologia/psicologia
psicose	psicopatia/psicopata
psicólogo	cientista
psique	cognição/noção/conhecimento/compreensão
psiquê	espírito/alma
pteridophyta	traqueófitos
puberdade	época/período
publicação	industria/empresa/negócio/comércio/edição/obra/trabalho
publicidade	industria/empresa/negócio/comércio/mensagem/tópico/assunto/conteúdo
publicitação	industria/empresa/negócio/comércio
pudicícia	abstinência
pudim	sobremesa/sobremesa/doce/doce
pugna	conflito/luta
pulga	insectos/insetos/hemípteros/insecto/inseto
pulgas	insectos/insetos/hemípteros/insecto/inseto
pulo	propulsão/impulsão/crescimento/transição/salto/salto/aumento
pulsação	onda
pulseira	joalharia/joalheria/jóia/faixa
pulverização	esmagamento/compactação
pulôver	vestuário/roupa
punctura	furo/vão/buraco
pundonor	auto-estima/orgulho
punhado	aglomeração/conteúdo/fragmento/pedaço
punho	taramela/trinco/alça/cabo
punição	penalização/penalidade/castigo
punção	furo/vão/buraco
pupa	insectos/insetos/hemípteros/insecto/inseto
pupilo	alguém/indivíduo/alma/pessoa/estudante
pureza	moralidade/moral/virtude
purgação	cerimônia
purificação	limpada/processamento/cerimônia/limpeza/atividade/ação
purina	álcali/base
purinas	álcali/base
puré	alimentação/nutriente/nutrição/comida/alimento
puta	mulher
putrefação	apodrecimento/deterioração/decomposição/atividade/ação
puxão	propulsão/impulsão
puã	membro
pycnogonida	artropode/artrópode/artrópodes
pyracantha	arvoreta/arbusto/mato/moita
pyrex	vidro
pá	implemento/instrumento/ferramenta
página	folhas/folha
pálete	tábua/lousa/quadro
páprica	aromatizante/aromatizante/condimento/condimento/tempero/tempero
páramo	planície/campanha
pário	alguém/indivíduo/alma/pessoa
páscoa	temporada/estação/tempo
pássaro	vertebrado
pátina	camada/capa
pátio	terreno/campo
pátria	país/nação/terra
pânico	consternação/temor/terror/medo
pão	fornada
pão-de-ló	bolo
pãozinho	pão/pão
pé	encosto/encosto/encosto/apoio/apoio/apoio/suporte/suporte/suporte/fundo/base/traseiro
pé-direito	espaço
pélago	vão/fenda
pérgola	infra/estrutura
pê	caracter/caractér/carácter/letra
pêlo	cabelo/cabelo
pêndulo	aparato/aparelho/equipamento
pêra	fruta
pêsame	reconhecimento
pêssego	fruta
píxel	componente/parte
pó	sólida/sólido
pólipo	tumores/tumores/celenterados
pólvora	explosivo
pórtico	alpendre
pós-combustão	aparato/dispositivo/aparelho/equipamento/mecanismo/instrumento/ferramenta
pôlder	solos/solo/terra
pônei	égua/cavalo
pôr-do-sol	hora
pôster	anúncio
púbis	osso/osso
público	comunidade/reunião/grupo
q	caracter/caracter/caractér/caractér/carácter/carácter/letra/letra
q.i.	taxa/razão/proporção
qi	taxa/razão/proporção
quadra	território/ambiente/região/área
quadrado	número
quadragésima	hierarquia/posto/classe/posição
quadragésimo	hierarquia/posto/classe/posição
quadrante	território/território/metro/ambiente/ambiente/região/região/área/área/fronteira
quadril	anatomia
quadrilha	associação/sociedade/união/organização/ordem/gangue/reunião
quadriênio	etapa/tempo/período
quadro	foto/retrato/fotografia/imagem/chapa/chapa/lousa/lousa/placa/placa
quadro-negro	chapa/lousa/placa
qualidade	conceito/atributo/atributo/concepção/característica/característica/idéia/importância/valor/grau/propriedade/propriedade/ideia/atributo/predicado/categoria/espécies/raça/característica/género/propriedade/tipo/classe
quando	era/época/momento/tempo/período
quantia	abstração
quantidade	conceito/concepção/grandeza/grandeza/idéia/magnitude/magnitude/ideia/número/número/abstração/número
quantificacao	mensuração/medição/medida
quantificador	verbo/vocábulo/termo/palavra
quantificação	mensuração/medição/medida
quantitativo	abstração
quantizacão	divisão
quantização	divisão
quantum	soma/quantidade/número
quarenta	época/período
quaresma	temporada/temporada/estação/estação/tempo/tempo
quark	queijo
quarteirão	território/ambiente/região/área
quartel	quartos/apartamento/moradia/habitação/divisão
quarteto	reunião
quarto	aposento/hierarquia/posto/sala/classe/posição
quartos	alojamento/abrigo/casa
quartzito	rocha/pedra
quartzo	minérios/mineral
quarço	minérios/mineral
quasar	astro/astro/estrela/estrela
quasares	astro/estrela
quebra	ocorrente/fracasso/ocorrência/acontecimento/falha/erro
quebra-gelo	embarcação/navios/navio/barco
quebra-mar	barreira/barreira/obstáculo/obstáculo
queda	alteração/pecado/modificação/variação/mudança/desastre
queijada	bolo
queijo	lacticínio/laticínio
queimadura	traumatismo/dano/machucado/lesão/mal/danificação/deterioração
queimação	sintoma
queixa	objeção/objeção
queixo	traço/anatomia
quem	caracter/caractér/carácter/letra
quenga	mulher
quentão	vinho
quepe	chapéu
queratite	inflamação
querela	desacordo/discordo/discrepância/discórdia/discordância
querido	amado/amante
quermesse	exibição/apresentação
querosene	carburante/combustível/hidrocarboneto
querubim	anjo
quesito	pergunta/inquérito/questão
questionamento	investigação
questor	funcionário/serventuário
questão	matéria/tópico/assunto/tema/requerimento/pergunta/requisição/solicitação/pedido/petição/inquérito/apelo
quezília	aversão
quiabeiro	erva
quiabo	verdura/hortaliça/legume/vegetal/erva
quilate	medida/medição/unidade
quilomícrom	átomo/partícula
quilting	têxteis/pano/tecido/fazenda
quilópode	artropode/artrópode/artrópodes
quimica	ciência
quimo	nutriente/comida/alimento
quina	território/ambiente/região/área
quinhão	atribuição
quinquilharia	apetrecho/armamento/munição/equipamento/arma/instrumento
quinquênio	etapa/tempo/período
quinta	vivenda/laboratório/oficina/habitação/emprego/trabalho/casa
quintal	terreno/campo
quinteto	reunião
quinto	hierarquia/posto/classe/posição
quinzena	etapa/tempo/período
quiropraxia	tratamento
quirópteros	mamífero
quitinete	cozinha
quiuí	fruta
quivi	parreira/cipó/videira/fruta
quociente	taxa/razão/proporção/número
quorum	reunião
quádrica	curva/arco
quádricas	curva/arco
química	materiais/substância/ciência
químico	cientista
quíntupla	jogo/grupo
quíntuplo	jogo/grupo
quórum	reunião
r	caracter/caractér/carácter/letra
rabada	sopa
rabanada	prato
rabanete	raíz/raiz
rabino	título
rabinos	título
rabo	dentes/dorso/reverso/verso/costas/dente/face/lado/anatomia/anatomia
rabugento	idoso/velho
racha	vão/abertura/fenda
rachadura	greta/racha/fresta/fissura/fenda
raciocinio	ideia
raciocínio	ideia/raciocinio/raciocinio/razoamento/razoamento/argumentação/argumentação
racionamento	repartição/divisão
rack	infra/estrutura
radar	metro
radiador	mecanismo
radiação	energia
radiações	energia
radical	alguém/átomo/indivíduo/alma/pessoa/unidade
radicalismo	ideologia
radiografia	foto/retrato/fotografia/imagem
radiologista	cientista
rainha	insectos/insetos/hemípteros/insecto/inseto
raio	recta/reta/luz
raiom	têxteis/pano/tecido/fazenda
raiva	abalo/zanga/zanga/comoção/ira/ira/cólera/cólera/emoção/sentimento
raiz	órgão/número/lugar
raiz-forte	erva
rajada	vento/vento
ralé	galera/vulgo/nação/gente/pessoal/povo
ramadão	jejum
ramal	telefone
rambotã	fruta
rambutão	fruta
rameira	mulher
ramerrão	procedimento/processo
raminho	galho/galho/ramo
ramnavami	efeméride/feriado
ramo	caule/galho/galho/departamento/divisão/tronco
rampa	declive/declive/declives/declives/subida/subida/encosta/encosta/costa/costa/ladeira/ladeira
rancho	chácara/granja/quinta/sítio/fazenda
rancor	inimizade/ressentimento/hostilidade/repulsa/aversão
ranger	militar
rangido	ruído
ranhura	fresta/buraco/fenda
rapariga	mulher/mulher/mulher/mulher/amado/fêmea/senhorita/senhorita/juvenil/menor/amante/jovem/garota/garota/moça/moça/mulher/mulher
rapaz	garoto/moço/criança/filho/menino/menino/homem/juvenil/menor/jovem/varão/varão/varão/macho/macho/macho/homem/homem/homem
rapidez	situação/condição/estado
rapidinha	conserto/reparo/reparação
raposa	canídeo/canídeo/cão/cão
raposa-vermelha	canídeo/cão
rapto	crime/ofensa
rarefação	concentração
raridade	objeto
rasa	água
rascunho	texto
rasgo	pano/vão/fenda
rasgão	separação/vão/fenda
raso	água
rastafari	adepto/discípulo/apóstolo/seguidor/aluno/estudante
rastafariano	adepto/discípulo/apóstolo/seguidor/aluno/estudante
rastejamento	locomoção
rastel	implemento/instrumento/ferramenta
rastelo	implemento/instrumento/ferramenta
rastreamento	caçada/perseguição
rastreio	caçada/perseguição
ratazana	rattus/rato/roedor/roedor
ratificação	informação/consenso/pacto/aliança/conformidade/aprovação/acordo
rato	roedor/roedor
rato-almiscarado	roedor
rato-do-deserto	roedor
rato-marrom	rattus/ratazana/rato
rato-preto	rattus/rattus/ratazana/ratazana/rato/rato
rattus	roedor
ratão-do-banhado	roedor
ravina	baixada/baixada/vale/vale
razoabilidade	sanidade
razoamento	ideia
razão	explanação/explicação/faculdade/talento
raça	categoria/família/classe/agrupação/agrupação/conjunto/conjunto/grupo/grupo
ração	nutriente/comida/alimento/atribuição
raíz	órgão/número
reabilitação	proeza/feito/façanha/realização
reactor	aparato/aparelho/equipamento
reactores	aparato/aparelho/equipamento
reajuste	calibração
realejo	instrumento
realeza	pagamento/recompensa
realgar	minérios/minérios/mineral/mineral
realidade	existência/existência/experiência/ser
realismo	realidade
realizado	felicidade/alegria
realizador	alguém/indivíduo/alma/pessoa
realização	acção/feito/feito/feito/conquista/conquista/façanha/façanha/ato/ação/acção/acção/atividade/atividade/ato/ato/ação/ação
realçe	elemento/componente
reaparecimento	melhoria/progresso
reavaliação	aumento/aumento
reação	oposição/atividade/resposta/força
rebatida	proeza/feito/façanha/realização
rebeldia	resistência
rebelião	insurreição/insurreição/revolta/revolta/resistência/conflito/luta
rebento	folhas/vegetal
rebocador	batel/bote/escaler/barco
reboco	terapia/medicamento/remédio
rebordo	aresta
recado	excursão
recapitulação	composição
recato	abstinência
recebimento	saudação/aquisição
receio	incerteza/dúvida
receita	provento/renda/rendimentos/ingresso/renda/rendimento
recepcionista	secretário/secretária
recepção	saudação/saudação/festa/agarrão/pegada/reconhecimento/pegar
recessão	crise
recibo	reconhecimento
reciclagem	uso/utilização
recidiva	fracasso/falha/erro
recipiente	contentor/contentor/contêiner/contêiner/apetrecho/equipamento/instrumento
reciprocidade	conexão/relação
recital	atuação
reclamação	objeção
reclamo	direito
recolha	agregação/coleção/reunião
recolhedor	trabalhador
recombinante	célula/organismo/ser
recomendação	assessoramento/conselho/proposta
recomeço	oportunidade/chance
